Delay Network.node[5].app (#0 - General-0-20190604-21:23:33-8154),,PacketKind Network.node[5].app (#0 - General-0-20190604-21:23:33-8154),,HopCount Network.node[5].app (#0 - General-0-20190604-21:23:33-8154),
37.155690204255,5.53159205398799967,37.155690204255,0,37.155690204255,0
38.101197919552,3.75625150926299954,38.101197919552,2,38.101197919552,0
38.155690204255,5.99602633375999969,38.155690204255,0,38.155690204255,0
39.101197919552,3.915916803651000127,39.101197919552,2,39.101197919552,0
39.155690204255,6.68874598160699916,39.155690204255,0,39.155690204255,0
40.101197919552,4.75378031420499878,40.101197919552,2,40.101197919552,0
40.155690204255,7.48254269957699944,40.155690204255,0,40.155690204255,0
41.101197919552,4.806783637029999655,41.101197919552,2,41.101197919552,0
41.155690204255,7.14725251495299926,41.155690204255,0,41.155690204255,0
42.101197919552,4.84723565966199919,42.101197919552,2,42.101197919552,0
42.155690204255,7.53817009176999873,42.155690204255,0,42.155690204255,0
43.101197919552,3.518322285447999837,43.101197919552,2,43.101197919552,0
43.155690204255,8.392892064477997825,43.155690204255,0,43.155690204255,0
44.101197919552,3.373183330747999687,44.101197919552,2,44.101197919552,0
44.155690204255,9.37392349527699761,44.155690204255,0,44.155690204255,0
45.101197919552,3.423688747251000017,45.101197919552,2,45.101197919552,0
45.155690204255,9.98215268459999901,45.155690204255,0,45.155690204255,0
46.101197919552,3.227580947793999387,46.101197919552,2,46.101197919552,0
46.155690204255,10.0207717455339988,46.155690204255,0,46.155690204255,0
47.101197919552,4.123019722019000332,47.101197919552,2,47.101197919552,0
47.155690204255,10.76932981345899872,47.155690204255,0,47.155690204255,0
48.101197919552,5.060904431553000275,48.101197919552,2,48.101197919552,0
48.155690204255,11.28077276415099911,48.155690204255,0,48.155690204255,0
49.155690204255,9.40285774287299954,49.155690204255,0,49.155690204255,0
49.540807172454,3.000300000000000175,49.540807172454,2,49.540807172454,0
50.155690204255,9.80511166605499791,50.155690204255,0,50.155690204255,0
50.540807172454,3.812873933981999905,50.540807172454,2,50.540807172454,0
51.155690204255,10.35959317100400051,51.155690204255,0,51.155690204255,0
51.540807172454,4.57666722789899969,51.540807172454,2,51.540807172454,0
52.155690204255,10.78506076426299738,52.155690204255,0,52.155690204255,0
52.540807172454,5.133263199277999765,52.540807172454,2,52.540807172454,0
53.155690204255,9.45870970256899918,53.155690204255,0,53.155690204255,0
53.540807172454,5.754301234994999325,53.540807172454,2,53.540807172454,0
54.155690204255,9.35979723501800006,54.155690204255,0,54.155690204255,0
54.540807172454,5.818239675223999515,54.540807172454,2,54.540807172454,0
55.155690204255,9.30096310352999816,55.155690204255,0,55.155690204255,0
55.540807172454,6.425127117919998885,55.540807172454,2,55.540807172454,0
56.155690204255,9.190365657842999485,56.155690204255,0,56.155690204255,0
56.540807172454,7.38594396150699948,56.540807172454,2,56.540807172454,0
57.155690204255,10.0523369694149984,57.155690204255,0,57.155690204255,0
57.540807172454,7.80861965069999894,57.540807172454,2,57.540807172454,0
58.155690204255,9.66329427962399731,58.155690204255,0,58.155690204255,0
58.540807172454,7.802748645532998825,58.540807172454,2,58.540807172454,0
59.155690204255,10.21119221939899898,59.155690204255,0,59.155690204255,0
59.540807172454,5.60980200347900035,59.540807172454,2,59.540807172454,0
60.155690204255,10.36676442587100051,60.155690204255,0,60.155690204255,0
60.540807172454,6.50216689532299871,60.540807172454,2,60.540807172454,0
61.155690204255,6.91226757969499946,61.155690204255,0,61.155690204255,0
61.540807172454,6.444340481971000375,61.540807172454,2,61.540807172454,0
62.155690204255,7.677966060918999215,62.155690204255,0,62.155690204255,0
62.540807172454,7.268426936544999565,62.540807172454,2,62.540807172454,0
63.155690204255,7.66994681549899934,63.155690204255,0,63.155690204255,0
63.632780586152,3.000300000000000175,63.632780586152,2,63.632780586152,0
64.155690204255,7.61120410040499881,64.155690204255,0,64.155690204255,0
64.632780586152,3.827172543854000062,64.632780586152,2,64.632780586152,0
65.155690204255,7.73928824677899914,65.155690204255,0,65.155690204255,0
65.632780586152,4.71021713406199891,65.632780586152,2,65.632780586152,0
66.155690204255,8.447207713512000265,66.155690204255,0,66.155690204255,0
66.632780586152,4.587048832528999732,66.632780586152,2,66.632780586152,0
67.155690204255,8.912143036429000605,67.155690204255,0,67.155690204255,0
67.632780586152,5.205492989154999235,67.632780586152,2,67.632780586152,0
68.155690204255,9.28420145543799786,68.155690204255,0,68.155690204255,0
68.632780586152,5.98661239264800035,68.632780586152,2,68.632780586152,0
69.155690204255,9.64042045383499863,69.155690204255,0,69.155690204255,0
69.632780586152,3.999422500795999357,69.632780586152,2,69.632780586152,0
70.155690204255,10.36014344535599814,70.155690204255,0,70.155690204255,0
70.632780586152,4.985757922364999905,70.632780586152,2,70.632780586152,0
71.155690204255,10.38327937128499907,71.155690204255,0,71.155690204255,0
71.632780586152,5.883613040840000225,71.632780586152,2,71.632780586152,0
72.155690204255,10.97077814136299873,72.155690204255,0,72.155690204255,0
72.632780586152,5.908511106683999225,72.632780586152,2,72.632780586152,0
73.155690204255,10.90270594421300026,73.155690204255,0,73.155690204255,0
73.632780586152,5.0886921873999995,73.632780586152,2,73.632780586152,0
74.155690204255,11.75399367496099852,74.155690204255,0,74.155690204255,0
75.155690204255,11.24735834168799895,75.155690204255,0,75.155690204255,0
75.293419858336,3.000300000000000175,75.293419858336,2,75.293419858336,0
76.155690204255,11.78734438394799961,76.155690204255,0,76.155690204255,0
76.293419858336,3.36796340360399958,76.293419858336,2,76.293419858336,0
77.155690204255,11.70107500306999875,77.155690204255,0,77.155690204255,0
77.293419858336,3.65537981027099955,77.293419858336,2,77.293419858336,0
78.155690204255,10.98074334535299808,78.155690204255,0,78.155690204255,0
79.155690204255,10.86092897959899868,79.155690204255,0,79.155690204255,0
80.155690204255,11.75989420428999916,80.155690204255,0,80.155690204255,0
80.400267332569,3.000300000000000175,80.400267332569,2,80.400267332569,0
81.155690204255,9.186305831945997315,81.155690204255,0,81.155690204255,0
81.400267332569,3.667889759036,81.400267332569,2,81.400267332569,0
82.155690204255,8.08098453115399803,82.155690204255,0,82.155690204255,0
82.400267332569,4.539832993724999692,82.400267332569,2,82.400267332569,0
83.155690204255,9.02365760472999763,83.155690204255,0,83.155690204255,0
83.400267332569,5.09441353180499943,83.400267332569,2,83.400267332569,0
84.155690204255,9.095179107829000705,84.155690204255,0,84.155690204255,0
84.400267332569,5.743237442424000225,84.400267332569,2,84.400267332569,0
85.155690204255,9.49523222118799734,85.155690204255,0,85.155690204255,0
85.400267332569,6.087591158060000365,85.400267332569,2,85.400267332569,0
86.155690204255,9.150986949035999575,86.155690204255,0,86.155690204255,0
86.400267332569,6.961202521635000175,86.400267332569,2,86.400267332569,0
87.155690204255,10.13079682088999785,87.155690204255,0,87.155690204255,0
87.400267332569,6.79432899508599949,87.400267332569,2,87.400267332569,0
88.155690204255,11.09082052183200059,88.155690204255,0,88.155690204255,0
88.400267332569,7.411628046223999155,88.400267332569,2,88.400267332569,0
89.155690204255,11.50794213296499885,89.155690204255,0,89.155690204255,0
89.400267332569,6.287390849221999615,89.400267332569,2,89.400267332569,0
90.155690204255,8.616372010119999155,90.155690204255,0,90.155690204255,0
90.400267332569,7.221093447739999475,90.400267332569,2,90.400267332569,0
91.155690204255,9.081487634363000405,91.155690204255,0,91.155690204255,0
91.400267332569,7.976697999657998715,91.400267332569,2,91.400267332569,0
92.155690204255,7.577575851277998685,92.155690204255,0,92.155690204255,0
92.400267332569,7.797508472592999915,92.400267332569,2,92.400267332569,0
93.155690204255,7.74473233521199941,93.155690204255,0,93.155690204255,0
93.400267332569,7.96141094062299889,93.400267332569,2,93.400267332569,0
94.155690204255,6.741491812705000065,94.155690204255,0,94.155690204255,0
94.400267332569,8.652996100524997975,94.400267332569,2,94.400267332569,0
95.155690204255,7.64284150428700034,95.155690204255,0,95.155690204255,0
95.400267332569,8.941748163307998665,95.400267332569,2,95.400267332569,0
96.155690204255,6.102536996328000255,96.155690204255,0,96.155690204255,0
96.400267332569,9.20098921286099976,96.400267332569,2,96.400267332569,0
97.155690204255,7.01576651398799986,97.155690204255,0,97.155690204255,0
97.400267332569,7.71540685588399985,97.400267332569,2,97.400267332569,0
98.155690204255,5.36651058531199963,98.155690204255,0,98.155690204255,0
98.400267332569,7.857511214809999665,98.400267332569,2,98.400267332569,0
99.155690204255,6.225179871750999155,99.155690204255,0,99.155690204255,0
99.400267332569,8.53217079928099761,99.400267332569,2,99.400267332569,0
100.155690204255,6.18339921757199914,100.155690204255,0,100.155690204255,0
100.400267332569,9.14861058518199851,100.400267332569,2,100.400267332569,0
101.155690204255,5.92346540746300041,101.155690204255,0,101.155690204255,0
101.400267332569,10.1392098345179988,101.400267332569,2,101.400267332569,0
102.155690204255,6.58181124043700014,102.155690204255,0,102.155690204255,0
102.400267332569,10.03836392442699926,102.400267332569,2,102.400267332569,0
103.155690204255,7.27429351667499976,103.155690204255,0,103.155690204255,0
103.400267332569,9.1910362734249986,103.400267332569,2,103.400267332569,0
104.155690204255,8.07194307810799925,104.155690204255,0,104.155690204255,0
104.400267332569,8.349753801938000175,104.400267332569,2,104.400267332569,0
105.155690204255,8.18881403614899736,105.155690204255,0,105.155690204255,0
105.400267332569,8.84255367868099991,105.400267332569,2,105.400267332569,0
106.155690204255,9.16850157735299826,106.155690204255,0,106.155690204255,0
106.400267332569,9.037756278879999855,106.400267332569,2,106.400267332569,0
107.155690204255,9.98824932536799888,107.155690204255,0,107.155690204255,0
107.400267332569,9.57602538283600063,107.400267332569,2,107.400267332569,0
108.155690204255,9.22250825295499861,108.155690204255,0,108.155690204255,0
108.400267332569,10.57131884234399872,108.400267332569,2,108.400267332569,0
109.155690204255,9.37942522080700054,109.155690204255,0,109.155690204255,0
109.400267332569,11.41297733611299841,109.400267332569,2,109.400267332569,0
110.155690204255,9.050667347057000675,110.155690204255,0,110.155690204255,0
110.400267332569,11.28034319414100035,110.400267332569,2,110.400267332569,0
111.155690204255,9.482763193577,111.155690204255,0,111.155690204255,0
111.400267332569,11.9656215332860007,111.400267332569,2,111.400267332569,0
112.155690204255,10.19674222106899816,112.155690204255,0,112.155690204255,0
112.400267332569,11.74911287984899737,112.400267332569,2,112.400267332569,0
113.155690204255,9.7857178117749974,113.155690204255,0,113.155690204255,0
113.400267332569,12.40876614161399865,113.400267332569,2,113.400267332569,0
114.155690204255,9.92732484394599976,114.155690204255,0,114.155690204255,0
114.400267332569,10.13362296389900048,114.400267332569,2,114.400267332569,0
115.155690204255,10.42298103735799938,115.155690204255,0,115.155690204255,0
115.400267332569,10.2370320931129974,115.400267332569,2,115.400267332569,0
116.155690204255,9.159247461496999375,116.155690204255,0,116.155690204255,0
116.400267332569,10.38781128154899841,116.400267332569,2,116.400267332569,0
117.155690204255,9.90682746860600001,117.155690204255,0,117.155690204255,0
117.400267332569,10.36915255153,117.400267332569,2,117.400267332569,0
118.155690204255,7.85454581172199969,118.155690204255,0,118.155690204255,0
118.400267332569,9.14764565305599926,118.400267332569,2,118.400267332569,0
119.155690204255,8.261921784269997415,119.155690204255,0,119.155690204255,0
119.400267332569,9.008037689523000285,119.400267332569,2,119.400267332569,0
120.155690204255,7.388461904412999075,120.155690204255,0,120.155690204255,0
120.400267332569,9.41165829519299986,120.400267332569,2,120.400267332569,0
121.155690204255,7.186223337166,121.155690204255,0,121.155690204255,0
121.400267332569,6.56865171194900018,121.400267332569,2,121.400267332569,0
122.155690204255,8.062696689803999535,122.155690204255,0,122.155690204255,0
122.400267332569,5.887729507402999805,122.400267332569,2,122.400267332569,0
123.155690204255,8.70967655652999891,123.155690204255,0,123.155690204255,0
123.400267332569,5.76244749055899949,123.400267332569,2,123.400267332569,0
124.155690204255,8.25285799796600013,124.155690204255,0,124.155690204255,0
124.400267332569,6.475037014488998785,124.400267332569,2,124.400267332569,0
125.155690204255,8.72213550134899758,125.155690204255,0,125.155690204255,0
125.400267332569,6.60450118816299889,125.400267332569,2,125.400267332569,0
126.155690204255,9.21711675359399859,126.155690204255,0,126.155690204255,0
126.400267332569,7.228762345755999485,126.400267332569,2,126.400267332569,0
127.155690204255,8.087617357525999725,127.155690204255,0,127.155690204255,0
127.400267332569,4.86439189270499914,127.400267332569,2,127.400267332569,0
128.155690204255,6.95278690754300041,128.155690204255,0,128.155690204255,0
128.400267332569,4.572482623903999482,128.400267332569,2,128.400267332569,0
129.155690204255,6.77340397389799873,129.155690204255,0,129.155690204255,0
129.400267332569,4.87668316300399949,129.400267332569,2,129.400267332569,0
130.155690204255,6.885542563460999655,130.155690204255,0,130.155690204255,0
130.649352527223,3.000300000000000175,130.649352527223,2,130.649352527223,0
131.155690204255,6.80770767932500039,131.155690204255,0,131.155690204255,0
131.649352527223,3.067897119592999807,131.649352527223,2,131.649352527223,0
132.155690204255,7.045839908029000375,132.155690204255,0,132.155690204255,0
132.649352527223,4.048517338245000362,132.649352527223,2,132.649352527223,0
133.155690204255,7.783782666353999935,133.155690204255,0,133.155690204255,0
133.649352527223,4.4133896226139999,133.649352527223,2,133.649352527223,0
134.155690204255,7.750985655708999965,134.155690204255,0,134.155690204255,0
134.649352527223,4.15434610534999925,134.649352527223,2,134.649352527223,0
135.155690204255,8.24867485744799819,135.155690204255,0,135.155690204255,0
135.649352527223,4.814681372767999765,135.649352527223,2,135.649352527223,0
136.155690204255,8.697278867313997315,136.155690204255,0,136.155690204255,0
136.649352527223,5.331045686178999415,136.649352527223,2,136.649352527223,0
137.155690204255,8.73282530182000013,137.155690204255,0,137.155690204255,0
137.649352527223,4.948066479641999725,137.649352527223,2,137.649352527223,0
138.155690204255,9.088720593496997635,138.155690204255,0,138.155690204255,0
138.649352527223,5.80249250119399914,138.649352527223,2,138.649352527223,0
139.155690204255,9.72979337762700064,139.155690204255,0,139.155690204255,0
139.649352527223,6.693945402698998825,139.649352527223,2,139.649352527223,0
140.155690204255,9.65047317897099785,140.155690204255,0,140.155690204255,0
140.649352527223,7.33972127045399955,140.649352527223,2,140.649352527223,0
141.155690204255,10.30787355427299796,141.155690204255,0,141.155690204255,0
141.649352527223,8.2427985158769985,141.649352527223,2,141.649352527223,0
142.155690204255,10.34549849850199973,142.155690204255,0,142.155690204255,0
142.649352527223,8.398910043285997735,142.649352527223,2,142.649352527223,0
143.155690204255,10.78553742842800029,143.155690204255,0,143.155690204255,0
143.649352527223,8.96188202951199738,143.649352527223,2,143.649352527223,0
144.155690204255,9.67808982347800035,144.155690204255,0,144.155690204255,0
144.649352527223,9.15933004375299826,144.649352527223,2,144.649352527223,0
145.155690204255,9.78436074517199822,145.155690204255,0,145.155690204255,0
145.649352527223,10.12512662539499782,145.649352527223,2,145.649352527223,0
146.155690204255,9.93028100952900058,146.155690204255,0,146.155690204255,0
146.649352527223,10.06611724001399816,146.649352527223,2,146.649352527223,0
147.155690204255,7.457745530246999235,147.155690204255,0,147.155690204255,0
147.649352527223,10.01026763135400085,147.649352527223,2,147.649352527223,0
148.155690204255,8.30545190499299931,148.155690204255,0,148.155690204255,0
148.649352527223,10.62313753920500043,148.649352527223,2,148.649352527223,0
149.155690204255,8.84727902103499981,149.155690204255,0,149.155690204255,0
149.649352527223,11.05852703808399791,149.649352527223,2,149.649352527223,0
150.155690204255,9.74495840618200043,150.155690204255,0,150.155690204255,0
150.649352527223,11.80844554310599997,150.649352527223,2,150.649352527223,0
151.155690204255,10.17249685475399798,151.155690204255,0,151.155690204255,0
151.649352527223,10.53981155041400082,151.649352527223,2,151.649352527223,0
152.155690204255,7.03468709424399915,152.155690204255,0,152.155690204255,0
152.649352527223,9.31489689318899746,152.649352527223,2,152.649352527223,0
153.155690204255,7.264610234697999015,153.155690204255,0,153.155690204255,0
153.649352527223,10.0133309799659997,153.649352527223,2,153.649352527223,0
154.155690204255,7.670536736374000215,154.155690204255,0,154.155690204255,0
154.649352527223,9.37243340203900028,154.649352527223,2,154.649352527223,0
155.155690204255,8.564924092744998735,155.155690204255,0,155.155690204255,0
155.649352527223,9.155413906701998135,155.649352527223,2,155.649352527223,0
156.155690204255,7.045641962661999675,156.155690204255,0,156.155690204255,0
156.649352527223,10.05053207110199761,156.649352527223,2,156.649352527223,0
157.155690204255,6.20590917758499925,157.155690204255,0,157.155690204255,0
157.649352527223,10.61618641515799762,157.649352527223,2,157.649352527223,0
158.155690204255,7.04403909087299948,158.155690204255,0,158.155690204255,0
158.649352527223,10.36357889024599994,158.649352527223,2,158.649352527223,0
159.155690204255,5.69386180112199899,159.155690204255,0,159.155690204255,0
159.649352527223,10.73011627252299856,159.649352527223,2,159.649352527223,0
160.155690204255,4.667952984018999255,160.155690204255,0,160.155690204255,0
160.649352527223,4.964725752586000225,160.649352527223,2,160.649352527223,0
161.155690204255,5.62967007113399905,161.155690204255,0,161.155690204255,0
161.649352527223,5.25480782536199873,161.649352527223,2,161.649352527223,0
162.155690204255,6.45234449598899926,162.155690204255,0,162.155690204255,0
162.649352527223,6.0722692234789992,162.649352527223,2,162.649352527223,0
163.155690204255,6.496378072066999435,163.155690204255,0,163.155690204255,0
163.649352527223,6.94008551386400005,163.649352527223,2,163.649352527223,0
164.155690204255,5.986554616457999215,164.155690204255,0,164.155690204255,0
164.649352527223,6.05615662727799983,164.649352527223,2,164.649352527223,0
165.155690204255,4.98456812093199984,165.155690204255,0,165.155690204255,0
165.649352527223,5.40943752595099878,165.649352527223,2,165.649352527223,0
166.155690204255,5.454565242794998855,166.155690204255,0,166.155690204255,0
166.649352527223,5.567556564219000105,166.649352527223,2,166.649352527223,0
167.155690204255,6.30377423260099864,167.155690204255,0,167.155690204255,0
167.649352527223,6.533769778666998785,167.649352527223,2,167.649352527223,0
168.155690204255,6.780904202512999725,168.155690204255,0,168.155690204255,0
168.649352527223,7.462094394353998765,168.649352527223,2,168.649352527223,0
169.155690204255,6.585465636230999535,169.155690204255,0,169.155690204255,0
169.649352527223,4.412247555548999482,169.649352527223,2,169.649352527223,0
170.155690204255,7.11819306982100028,170.155690204255,0,170.155690204255,0
170.649352527223,5.360335003365999975,170.649352527223,2,170.649352527223,0
171.155690204255,7.513893997972999685,171.155690204255,0,171.155690204255,0
171.649352527223,4.347562267159998925,171.649352527223,2,171.649352527223,0
172.155690204255,7.969036869827998935,172.155690204255,0,172.155690204255,0
172.649352527223,5.330794501167998655,172.649352527223,2,172.649352527223,0
173.155690204255,7.68870266601599891,173.155690204255,0,173.155690204255,0
173.649352527223,4.394217263676999592,173.649352527223,2,173.649352527223,0
174.155690204255,8.23379082122399805,174.155690204255,0,174.155690204255,0
174.649352527223,5.131887954510998975,174.649352527223,2,174.649352527223,0
175.155690204255,5.523830229319999655,175.155690204255,0,175.155690204255,0
175.649352527223,6.12010472259300006,175.649352527223,2,175.649352527223,0
176.155690204255,6.077577408800999925,176.155690204255,0,176.155690204255,0
176.649352527223,5.672310640604999655,176.649352527223,2,176.649352527223,0
177.155690204255,4.192965656699000107,177.155690204255,0,177.155690204255,0
177.649352527223,5.36301227658199939,177.649352527223,2,177.649352527223,0
178.155690204255,5.004670681480000365,178.155690204255,0,178.155690204255,0
178.649352527223,4.976720924560998655,178.649352527223,2,178.649352527223,0
179.155690204255,5.590058138820999975,179.155690204255,0,179.155690204255,0
179.649352527223,5.3042604077269999,179.649352527223,2,179.649352527223,0
180.155690204255,5.85392703883399964,180.155690204255,0,180.155690204255,0
180.649352527223,5.890281485054000375,180.649352527223,2,180.649352527223,0
181.155690204255,6.79805698594499928,181.155690204255,0,181.155690204255,0
181.649352527223,6.871586014632999415,181.649352527223,2,181.649352527223,0
182.155690204255,7.574917777843999975,182.155690204255,0,182.155690204255,0
182.649352527223,7.68406706342999964,182.649352527223,2,182.649352527223,0
183.155690204255,8.377088270384998455,183.155690204255,0,183.155690204255,0
183.649352527223,8.06146971945199905,183.649352527223,2,183.649352527223,0
184.155690204255,7.79867554827900019,184.155690204255,0,184.155690204255,0
184.649352527223,8.80796401430900029,184.649352527223,2,184.649352527223,0
185.155690204255,8.375018446921998785,185.155690204255,0,185.155690204255,0
185.649352527223,7.731932953865999955,185.649352527223,2,185.649352527223,0
186.155690204255,6.490474158514999185,186.155690204255,0,186.155690204255,0
186.649352527223,6.099714091316998905,186.649352527223,2,186.649352527223,0
187.155690204255,6.553335440791999005,187.155690204255,0,187.155690204255,0
187.649352527223,5.88091728797400036,187.649352527223,2,187.649352527223,0
188.155690204255,6.64537141346700008,188.155690204255,0,188.155690204255,0
188.649352527223,6.700959946421999515,188.649352527223,2,188.649352527223,0
189.155690204255,7.613014608821998735,189.155690204255,0,189.155690204255,0
189.649352527223,7.007760176884000065,189.649352527223,2,189.649352527223,0
190.155690204255,7.082183382554999765,190.155690204255,0,190.155690204255,0
190.649352527223,7.03627801878899991,190.649352527223,2,190.649352527223,0
191.155690204255,8.03050047676000031,191.155690204255,0,191.155690204255,0
191.649352527223,6.835307112246999465,191.649352527223,2,191.649352527223,0
192.155690204255,8.16957684007899939,192.155690204255,0,192.155690204255,0
192.649352527223,5.113958856333999475,192.649352527223,2,192.649352527223,0
193.155690204255,8.89790876973700048,193.155690204255,0,193.155690204255,0
193.649352527223,5.802991051363999705,193.649352527223,2,193.649352527223,0
194.155690204255,5.01877588174300014,194.155690204255,0,194.155690204255,0
194.649352527223,5.851161343821999565,194.649352527223,2,194.649352527223,0
195.155690204255,5.25169622717099924,195.155690204255,0,195.155690204255,0
195.649352527223,5.71456484856499889,195.649352527223,2,195.649352527223,0
196.155690204255,4.254524259681000217,196.155690204255,0,196.155690204255,0
196.649352527223,5.82318627165499866,196.649352527223,2,196.649352527223,0
197.155690204255,3.944738888318999755,197.155690204255,0,197.155690204255,0
197.649352527223,5.43350920787900013,197.649352527223,2,197.649352527223,0
198.155690204255,4.570852392415998702,198.155690204255,0,198.155690204255,0
198.649352527223,3.095574874024999962,198.649352527223,2,198.649352527223,0
199.155690204255,4.762872339016999105,199.155690204255,0,199.155690204255,0
199.649352527223,3.88954282554199969,199.649352527223,2,199.649352527223,0
