timeNode1,bufferSizeNode1,timeNode2,bufferSizeNode2,timeNode3,bufferSizeNode3,timeNode4,bufferSizeNode4,timeNode0,bufferSizeNode0,timeNode6,bufferSizeNode6,timeNode7,bufferSizeNode7
33.586316773298,1,39.168896643249,1,61.555297353921,1,84.052738925299,1,27.318846019654,1,25.885632131967,1,26.885532131967,1
34.039298752568,2,39.168896643249,0,61.555297353921,0,84.214774596502,0,27.885432131967,0,25.885632131967,2,26.885532131967,2
34.586316773298,1,41.933154593329,1,62.555297353921,1,86.352808714,1,29.531018296903,1,26.885632131967,1,27.885532131967,1
34.812947155068,2,41.933154593329,0,62.555297353921,0,86.352808714,0,29.531018296903,0,26.885632131967,2,27.885532131967,2
35.586316773298,1,43.469556354092,1,63.555297353921,1,86.421131606154,1,30.531018296903,1,27.885632131967,1,28.885532131967,1
36.557116082211,2,43.469556354092,0,63.555297353921,0,86.931856013779,2,30.531018296903,0,27.885632131967,2,28.885532131967,2
36.586316773298,1,46.275720043718,1,64.680633660551,1,87.352808714,1,33.586416773298,1,28.885632131967,1,29.885532131967,1
37.586316773298,0,46.275720043718,0,64.680633660551,0,88.352808714,0,33.586416773298,0,28.885632131967,2,30.531118296903,2
38.30163388973,1,47.275720043718,1,64.876549442616,1,91.807365684561,1,34.586416773298,1,29.885632131967,1,30.885532131967,1
38.586316773298,0,47.275720043718,0,65.680633660551,0,91.807365684561,0,34.586416773298,0,29.885632131967,2,31.531118296903,2
38.667120447405,1,50.91083048285,1,67.763170996649,1,110.552522982483,1,35.586416773298,1,30.249851121748,3,31.885532131967,1
39.226851250568,2,50.91083048285,0,67.763170996649,0,110.552522982483,0,35.586416773298,0,30.885632131967,2,32.885532131967,0
39.586316773298,1,51.773636279665,1,68.301346537429,1,110.884009989894,1,36.586416773298,1,30.885632131967,3,33.944698609578,1
40.168996643249,2,51.91083048285,0,68.763170996649,0,111.552522982483,0,36.586416773298,0,31.885632131967,2,33.944698609578,0
40.586316773298,1,51.91083048285,1,70.127784575107,1,112.105987230303,1,37.586416773298,1,31.885632131967,3,34.586516773298,1
41.586316773298,0,52.91083048285,0,70.127784575107,0,112.552522982483,0,37.586416773298,0,32.885632131967,2,34.944698609578,0
42.435324760724,1,54.048978352079,1,73.59047860419,1,118.001934865629,1,38.586416773298,1,32.885632131967,3,35.586516773298,1
42.586316773298,0,54.048978352079,0,73.59047860419,0,118.001934865629,0,38.586416773298,0,33.885632131967,2,35.944698609578,0
42.933254593329,1,54.646298313371,1,75.050881270526,1,121.705729617864,1,39.586416773298,1,33.885632131967,3,36.586516773298,1
43.586316773298,0,55.048978352079,0,75.050881270526,0,121.705729617864,0,39.586416773298,0,33.924673227697,4,36.944698609578,0
44.469656354092,1,55.169104442247,1,75.167880802208,1,122.139582029562,1,40.586416773298,1,34.885632131967,3,37.586516773298,1
44.586316773298,0,55.479680894579,2,76.050881270526,0,122.705729617864,0,40.586416773298,0,34.944798609578,4,37.944698609578,0
46.636998288785,1,56.048978352079,1,77.843204187624,1,135.385861672944,1,41.363140621531,1,35.885632131967,3,38.306304584789,1
46.636998288785,0,57.048978352079,0,77.843204187624,0,135.385861672944,0,41.586416773298,0,35.944798609578,4,38.586516773298,2
47.275820043718,1,62.555397353921,1,78.190589175482,1,141.049032382806,1,41.586416773298,1,36.885632131967,3,38.944698609578,1
47.636998288785,0,62.555397353921,0,78.843204187624,0,141.049032382806,0,42.394157031683,2,36.944798609578,4,39.586516773298,2
48.275820043718,1,63.555397353921,1,79.056226456213,1,148.104154429278,1,42.586416773298,1,37.885632131967,3,39.944698609578,1
48.636998288785,0,63.555397353921,0,79.244589230019,2,148.104154429278,0,42.586416773298,2,37.944798609578,4,40.586516773298,2
51.434738175626,1,64.555397353921,1,79.641003505175,3,153.802194246943,1,43.586416773298,1,38.885632131967,3,40.944698609578,1
51.434738175626,0,64.555397353921,0,79.843204187624,2,153.802194246943,0,43.586416773298,2,38.944798609578,4,41.586516773298,2
51.91093048285,1,65.680733660551,1,80.843204187624,1,159.813387083176,1,43.614399485366,3,39.031832599443,5,41.944698609578,1
52.434738175626,0,65.680733660551,0,81.307095379631,2,159.813387083176,0,44.340789621827,4,39.885632131967,4,41.995441043569,2
52.91093048285,1,66.680733660551,1,81.843204187624,1,162.338480821949,1,44.435632467832,5,39.944798609578,5,42.586516773298,3
53.434738175626,0,66.680733660551,0,82.843204187624,0,162.338480821949,0,44.586416773298,4,40.885632131967,4,42.944698609578,2
53.91093048285,1,68.763270996649,1,83.214874596502,1,163.775533202299,1,44.586416773298,5,40.944798609578,5,43.586516773298,3
54.434738175626,0,68.763270996649,0,83.843204187624,0,163.775533202299,0,45.586416773298,4,41.709661200582,6,43.944698609578,2
55.049078352079,1,69.763270996649,1,84.214874596502,1,174.449685452215,1,45.586416773298,5,41.885632131967,5,44.586516773298,3
55.434738175626,0,69.763270996649,0,84.843204187624,0,174.449685452215,0,46.394486521216,6,41.944798609578,6,44.944698609578,2
56.049078352079,1,71.127884575107,1,84.981364490923,1,179.613670505442,1,46.586416773298,5,42.885632131967,5,45.040853159484,3
56.18221109311,2,71.127884575107,0,85.214874596502,2,179.613670505442,0,47.586416773298,4,42.944798609578,6,45.586516773298,4
56.434738175626,1,72.980749316852,1,85.843204187624,1,181.408306584791,1,47.637098288785,5,43.885632131967,5,45.944698609578,3
57.049078352079,2,72.980749316852,0,86.843204187624,0,181.408306584791,0,47.65169618159,6,43.944798609578,6,46.586516773298,4
57.434738175626,1,74.59057860419,1,87.352908714,1,183.826485017738,1,48.586416773298,5,44.885632131967,5,46.944698609578,3
58.049078352079,2,74.59057860419,0,87.843204187624,0,183.826485017738,0,48.637098288785,6,44.944798609578,6,47.586516773298,4
58.434738175626,1,76.050981270526,1,88.352908714,1,194.36372304249,1,49.586416773298,5,45.885632131967,5,47.944698609578,3
59.434738175626,0,76.050981270526,0,88.843204187624,0,194.36372304249,0,49.637098288785,6,45.944798609578,6,48.586516773298,4
61.476381750548,1,77.050981270526,1,89.352908714,1,194.875326116753,1,50.09448142813,7,46.885632131967,5,48.944698609578,3
61.476381750548,0,77.050981270526,0,89.843204187624,0,195.36372304249,0,50.586416773298,6,46.944798609578,6,49.586516773298,4
63.555497353921,1,77.340328584981,1,90.412711395314,1,205.99989940288,1,51.586416773298,5,47.885632131967,5,49.847757854813,5
63.555497353921,0,78.050981270526,0,90.843204187624,0,205.99989940288,0,52.434838175626,6,47.944798609578,6,49.944698609578,4
63.693401893651,1,78.843304187624,1,90.917885271859,1,239.826852002565,1,52.586416773298,5,48.386112123702,7,50.586516773298,5
64.555497353921,0,79.050981270526,0,91.843204187624,0,239.826852002565,0,53.083211812222,6,48.885632131967,6,50.944698609578,4
64.555497353921,1,79.843304187624,1,92.807465684561,1,246.758308762671,1,53.434838175626,7,48.944798609578,7,51.586516773298,5
65.555497353921,0,80.050981270526,0,92.843204187624,0,246.758308762671,0,53.586416773298,6,49.885632131967,6,51.944698609578,4
65.555497353921,1,80.843304187624,1,108.785827133581,1,248.876594269455,1,54.434838175626,7,49.944798609578,7,52.586516773298,5
65.953912194774,2,81.050981270526,0,108.785827133581,0,248.876594269455,0,54.586416773298,6,50.885632131967,6,52.944698609578,4
66.555497353921,1,81.843304187624,1,111.552622982483,1,253.562287858072,1,55.434838175626,7,50.944798609578,7,53.586516773298,5
66.680833660551,2,82.050981270526,0,111.552622982483,0,253.562287858072,0,55.586416773298,6,51.885632131967,6,53.944698609578,4
67.555497353921,1,82.224648955334,1,112.552622982483,1,253.724071881298,1,56.434838175626,7,51.944798609578,7,54.586516773298,5
67.680833660551,2,82.843304187624,2,112.552622982483,0,254.562287858072,0,56.586416773298,6,52.885632131967,6,54.944698609578,4
68.555497353921,1,83.050981270526,1,113.552622982483,1,254.623858589057,1,57.434838175626,7,52.944798609578,7,55.573452628313,5
69.555497353921,0,83.843304187624,2,113.552622982483,0,255.562287858072,0,57.586416773298,6,53.885632131967,6,55.586516773298,6
69.763370996649,1,84.050981270526,1,119.002034865629,1,259.481269379532,1,58.434838175626,7,53.944798609578,7,55.944698609578,5
70.555497353921,0,84.843304187624,2,119.002034865629,0,259.481269379532,0,58.586416773298,6,54.885632131967,6,56.586516773298,6
70.763370996649,1,85.050981270526,1,119.407013118589,1,273.088010659097,1,59.063750809507,7,54.944798609578,7,56.944698609578,5
70.983267220607,2,85.843304187624,2,119.90026466068,2,273.088010659097,0,59.434838175626,8,55.885632131967,6,57.586516773298,6
71.555497353921,1,86.050981270526,1,120.002034865629,1,274.346003724661,1,59.586416773298,7,55.944798609578,7,57.944698609578,5
72.127984575107,2,86.843304187624,2,121.002034865629,0,274.346003724661,0,60.434838175626,8,56.885632131967,6,58.586516773298,6
72.555497353921,1,87.050981270526,1,122.705829617864,1,278.560897601733,1,60.586416773298,7,56.944798609578,7,58.944698609578,5
73.555497353921,0,87.843304187624,2,122.705829617864,0,278.560897601733,0,61.586416773298,6,57.885632131967,6,59.586516773298,6
73.980849316852,1,88.050981270526,1,123.705829617864,1,284.26658711603,1,62.476481750548,7,57.944798609578,7,59.944698609578,5
74.555497353921,0,88.843304187624,2,123.705829617864,0,284.26658711603,0,62.586416773298,6,58.885632131967,6,60.586516773298,6
75.59067860419,1,89.050981270526,1,132.601787200474,1,303.000060185156,1,63.586416773298,5,58.944798609578,7,60.944698609578,5
75.59067860419,0,89.757825621697,2,132.601787200474,0,303.000060185156,0,64.555597353921,6,59.885632131967,6,61.068014966068,6
76.276980796078,1,89.843304187624,3,135.137787816757,1,304.528084694228,1,64.586416773298,5,59.944798609578,7,61.586516773298,7
76.59067860419,0,90.050981270526,2,135.137787816757,0,304.528084694228,0,64.616738037943,6,60.885632131967,6,61.944698609578,6
77.051081270526,1,90.843304187624,3,135.161320519219,1,315.195901131603,1,65.555597353921,7,60.944798609578,7,62.249048496482,7
77.59067860419,0,91.050981270526,2,135.953028050372,2,315.195901131603,0,65.586416773298,6,61.885632131967,6,62.586516773298,8
78.051081270526,1,91.843304187624,3,136.137787816757,1,317.064717600686,1,66.555597353921,7,61.944798609578,7,62.944698609578,7
78.59067860419,0,92.050981270526,2,136.385961672944,2,317.064717600686,0,66.586416773298,6,62.77568723009,8,63.586516773298,8
79.051081270526,1,92.843304187624,3,137.137787816757,1,318.66259087505,1,67.555597353921,7,62.885632131967,7,63.944698609578,7
79.495885804091,2,93.050981270526,2,138.137787816757,0,318.66259087505,0,67.586416773298,6,62.944798609578,8,64.143858317895,8
79.59067860419,1,93.843304187624,3,140.168443211114,1,326.66118808425,1,68.555597353921,7,63.885632131967,7,64.586516773298,9
80.051081270526,2,94.050981270526,2,140.168443211114,0,326.66118808425,0,68.586416773298,6,63.944798609578,8,64.944698609578,8
80.59067860419,1,95.050981270526,1,142.049132382806,1,327.964388731132,1,68.838877005581,7,64.885632131967,7,65.586516773298,9
81.051081270526,2,95.356897450467,2,142.049132382806,0,327.964388731132,0,69.555597353921,8,64.944798609578,8,65.944698609578,8
81.59067860419,1,96.050981270526,1,143.007963978515,1,338.578122000842,1,69.586416773298,7,65.885632131967,7,66.109421104415,9
82.051081270526,2,97.050981270526,0,143.049132382806,0,338.578122000842,0,70.010384599459,8,65.944798609578,8,66.586516773298,10
82.59067860419,1,98.518580432446,1,145.529683011454,1,343.774150183749,1,70.555597353921,9,66.885632131967,7,66.944698609578,9
83.051081270526,2,98.518580432446,0,145.529683011454,0,343.774150183749,0,70.586416773298,8,66.944798609578,8,67.586516773298,10
83.59067860419,1,103.160972916953,1,149.104254429278,1,347.416769397421,1,70.889952326587,9,67.455995028947,9,67.944698609578,9
84.051081270526,2,103.160972916953,0,149.104254429278,0,347.416769397421,0,71.555597353921,10,67.885632131967,8,68.586516773298,10
84.59067860419,1,104.823024121772,1,150.622976661548,1,353.511766123328,1,71.586416773298,9,67.944798609578,9,68.944698609578,9
85.051081270526,2,104.823024121772,0,150.622976661548,0,353.511766123328,0,72.555597353921,10,68.885632131967,8,69.586516773298,10
85.111727311758,3,105.463307948328,1,153.604873633196,1,353.666397581131,1,72.586416773298,9,68.944798609578,9,69.944698609578,9
85.59067860419,2,105.823024121772,0,153.604873633196,0,354.511766123328,0,73.555597353921,10,69.885632131967,8,70.586516773298,10
86.051081270526,3,107.219188395235,1,154.802294246943,1,360.538112653233,1,73.586416773298,9,69.944798609578,9,70.944698609578,9
86.59067860419,2,107.219188395235,0,154.802294246943,0,360.538112653233,0,74.555597353921,10,70.885632131967,8,71.586516773298,10
87.051081270526,3,107.851131577362,1,160.813487083176,1,367.116243944717,1,74.586416773298,9,70.944798609578,9,71.944698609578,9
87.59067860419,2,108.219188395235,0,160.813487083176,0,367.116243944717,0,75.555597353921,10,71.885632131967,8,72.586516773298,10
88.051081270526,3,109.764636321671,1,163.338580821949,1,367.44180826865,1,75.586416773298,9,71.944798609578,9,72.944698609578,9
88.59067860419,2,109.764636321671,0,163.338580821949,0,368.116243944717,0,76.586416773298,8,72.885632131967,8,73.586516773298,10
89.051081270526,3,109.785927133581,1,164.775633202299,1,371.49751337979,1,76.59077860419,9,72.944798609578,9,73.944698609578,9
89.59067860419,2,110.764636321671,0,164.775633202299,0,371.49751337979,0,77.586416773298,8,73.885632131967,8,74.586516773298,10
90.051081270526,3,112.439058200455,1,172.819906549414,1,392.277368857606,1,77.59077860419,9,73.944798609578,9,74.944698609578,9
90.59067860419,2,112.439058200455,0,172.819906549414,0,392.277368857606,0,78.586416773298,8,74.885632131967,8,75.586516773298,10
91.051081270526,3,112.552722982483,1,175.449785452215,1,400.304662672945,1,78.59077860419,9,74.944798609578,9,75.944698609578,9
91.59067860419,2,113.439058200455,0,175.449785452215,0,400.304662672945,0,79.586416773298,8,75.885632131967,8,76.586516773298,10
92.051081270526,3,113.552722982483,1,180.613770505442,1,403.751835362185,1,79.59077860419,9,75.944798609578,9,76.944698609578,9
92.59067860419,2,114.439058200455,0,180.613770505442,0,403.751835362185,0,80.586416773298,8,76.885632131967,8,77.586516773298,10
93.051081270526,3,114.552722982483,1,182.408406584791,1,411.173047775435,1,80.59077860419,9,76.944798609578,9,77.944698609578,9
93.59067860419,2,115.439058200455,0,182.408406584791,0,411.173047775435,0,81.586416773298,8,77.885632131967,8,78.586516773298,10
93.713385600341,3,116.603275780786,1,184.826585017738,1,432.182344906674,1,81.59077860419,9,77.944798609578,9,78.944698609578,9
94.051081270526,4,116.603275780786,0,184.826585017738,0,432.182344906674,0,82.586416773298,8,78.885632131967,8,79.586516773298,10
94.59067860419,3,118.145349981275,1,188.447248337705,1,434.832152803034,1,82.59077860419,9,78.944798609578,9,79.944698609578,9
95.051081270526,4,118.145349981275,0,188.447248337705,0,434.832152803034,0,83.586416773298,8,79.885632131967,8,80.586516773298,10
95.59067860419,3,120.002134865629,1,192.71764701592,1,437.057899500066,1,83.59077860419,9,79.944798609578,9,80.944698609578,9
96.051081270526,4,120.002134865629,0,192.71764701592,0,437.057899500066,0,84.586416773298,8,80.885632131967,8,81.586516773298,10
96.59067860419,3,121.002134865629,1,193.968054490809,1,439.083813911778,1,84.59077860419,9,80.944798609578,9,81.944698609578,9
97.051081270526,4,121.002134865629,0,193.968054490809,0,439.083813911778,0,85.586416773298,8,81.885632131967,8,82.586516773298,10
97.59067860419,3,122.002134865629,1,194.729522617081,1,439.506711370587,1,85.59077860419,9,81.944798609578,9,82.944698609578,9
98.051081270526,4,122.002134865629,0,194.968054490809,0,440.083813911778,0,86.586416773298,8,82.885632131967,8,83.586516773298,10
98.59067860419,3,123.705929617864,1,195.36382304249,1,441.303180896218,1,86.59077860419,9,82.944798609578,9,83.944698609578,9
99.518680432446,4,123.705929617864,0,195.968054490809,0,441.303180896218,0,87.586416773298,8,83.420728239215,10,84.586516773298,10
99.59067860419,3,124.705929617864,1,196.36382304249,1,448.76634171718,1,87.59077860419,9,83.885632131967,9,84.944698609578,9
100.59067860419,2,124.705929617864,0,196.968054490809,0,448.76634171718,0,88.586416773298,8,83.944798609578,10,85.586516773298,10
101.59067860419,1,130.573261766159,1,197.591830374223,1,449.180653081773,1,88.59077860419,9,84.885632131967,9,85.944698609578,9
102.59067860419,0,130.573261766159,0,197.968054490809,0,449.650025818186,2,89.586416773298,8,84.944798609578,10,86.586516773298,10
104.161072916953,1,132.28153260129,1,203.67692785091,1,449.76634171718,1,89.59077860419,9,85.885632131967,9,86.944698609578,9
104.161072916953,0,132.28153260129,0,203.67692785091,0,450.76634171718,0,90.586416773298,8,85.944798609578,10,87.586516773298,10
104.239992104302,1,133.293284794126,1,204.204991069054,1,455.306919656208,1,90.59077860419,9,86.885632131967,9,87.944698609578,9
105.161072916953,0,133.293284794126,0,204.67692785091,0,455.306919656208,0,91.586416773298,8,86.944798609578,10,88.381905335295,10
105.823124121772,1,133.394847088104,1,204.729400247056,1,458.035208230045,1,91.59077860419,9,87.885632131967,9,88.586516773298,11
106.161072916953,0,133.601887200474,2,205.67692785091,0,458.035208230045,0,92.586416773298,8,87.944798609578,10,88.944698609578,10
106.823124121772,1,134.293284794126,1,206.99999940288,1,467.885496058007,1,92.59077860419,9,88.885632131967,9,89.586516773298,11
107.161072916953,0,134.296108348028,2,206.99999940288,0,467.885496058007,0,93.586416773298,8,88.944798609578,10,89.944698609578,10
108.219288395235,1,135.293284794126,1,210.992437871614,1,477.45970734622,1,93.59077860419,9,89.885632131967,9,90.586516773298,11
108.219288395235,0,136.137887816757,2,210.992437871614,0,477.45970734622,0,94.586416773298,8,89.944798609578,10,90.944698609578,10
109.219288395235,1,136.293284794126,1,211.183852436038,1,483.178160449153,1,94.59077860419,9,90.885632131967,9,91.586516773298,11
109.219288395235,0,137.137887816757,2,211.992437871614,0,483.178160449153,0,95.586416773298,8,90.944798609578,10,91.944698609578,10
110.764736321671,1,137.293284794126,1,212.070480311764,1,486.257756868074,1,95.59077860419,9,91.885632131967,9,92.586516773298,11
110.764736321671,0,138.137887816757,2,212.992437871614,0,486.257756868074,0,96.586416773298,8,91.944798609578,10,92.944698609578,10
111.764736321671,1,138.293284794126,1,215.620069947884,1,486.658151147794,1,96.59077860419,9,92.885632131967,9,93.586516773298,11
111.764736321671,0,139.137887816757,2,215.620069947884,0,487.257756868074,0,97.586416773298,8,92.944798609578,10,93.944698609578,10
113.439158200455,1,139.293284794126,1,216.532762957297,1,489.827811780252,1,97.59077860419,9,93.885632131967,9,94.586516773298,11
113.439158200455,0,140.293284794126,0,216.620069947884,0,489.827811780252,0,97.690454077803,10,93.944798609578,10,94.944698609578,10
114.439158200455,1,141.168543211114,1,225.952407390227,1,500.543310282401,1,98.586416773298,9,94.885632131967,9,95.586516773298,11
114.439158200455,0,141.293284794126,0,225.952407390227,0,500.543310282401,0,98.59077860419,10,94.944798609578,10,95.944698609578,10
115.439158200455,1,143.049232382806,1,228.973902749465,1,502.169164634844,1,99.586416773298,9,95.885632131967,9,96.586516773298,11
115.439158200455,0,143.049232382806,0,228.973902749465,0,502.169164634844,0,99.59077860419,10,95.944798609578,10,96.944698609578,10
116.439158200455,1,143.124813710093,1,231.248461973424,1,502.858930794491,1,100.586416773298,9,96.885632131967,9,97.480999931717,11
116.439158200455,0,144.049232382806,0,231.248461973424,0,503.169164634844,0,100.59077860419,10,96.944798609578,10,97.586516773298,12
117.603375780786,1,144.049232382806,1,232.560108519255,1,503.653990878488,1,101.586416773298,9,97.885632131967,9,97.944698609578,11
117.603375780786,0,145.049232382806,0,232.560108519255,0,504.169164634844,0,101.59077860419,10,97.944798609578,10,98.586516773298,12
119.145449981275,1,146.529783011454,1,232.619024678847,1,519.318138326221,1,102.586416773298,9,98.356677698475,11,98.944698609578,11
119.145449981275,0,146.529783011454,0,233.560108519255,0,519.318138326221,0,102.59077860419,10,98.643312330594,12,99.586516773298,12
121.002234865629,1,147.607768064022,1,239.857995088789,1,523.657988236311,1,103.586416773298,9,98.885632131967,11,99.944698609578,11
121.002234865629,0,147.607768064022,0,239.857995088789,0,523.657988236311,0,103.59077860419,10,98.944798609578,12,100.586516773298,12
122.002234865629,1,150.104354429278,1,240.799469964885,1,530.230598726732,1,104.586416773298,9,99.885632131967,11,100.944698609578,11
122.002234865629,0,150.104354429278,0,240.826952002565,2,530.230598726732,0,105.161172916953,10,99.944798609578,12,101.043917898383,12
123.002234865629,1,151.623076661548,1,240.857995088789,1,534.700605740132,1,105.586416773298,9,100.885632131967,11,101.586516773298,13
123.002234865629,0,151.623076661548,0,241.857995088789,0,534.700605740132,0,106.161172916953,10,100.944798609578,12,101.944698609578,12
123.697842718529,1,154.604973633196,1,244.480125464818,1,539.560660195442,1,106.586416773298,9,101.643046763799,13,102.586516773298,13
124.002234865629,0,154.604973633196,0,244.480125464818,0,539.560660195442,0,107.161172916953,10,101.74399740453,14,102.944698609578,12
124.706029617864,1,155.802394246943,1,244.759475729261,1,548.156006754384,1,107.586416773298,9,101.885632131967,13,103.586516773298,13
125.002234865629,0,155.802394246943,0,245.480125464818,0,548.156006754384,0,108.161172916953,10,101.943878899821,14,103.944698609578,12
125.615643789022,1,161.813587083176,1,245.748623266556,1,550.697104024648,1,108.586416773298,9,101.944798609578,15,104.586516773298,13
125.706029617864,2,161.813587083176,0,246.480125464818,0,550.697104024648,0,109.219388395235,10,102.885632131967,14,104.944698609578,12
126.002234865629,1,162.869176348444,1,246.68621802257,1,551.020932488597,1,109.586416773298,9,102.944798609578,15,105.586516773298,13
127.002234865629,0,162.869176348444,0,247.480125464818,0,551.697104024648,0,110.219388395235,10,103.885632131967,14,105.944698609578,12
131.573361766159,1,164.338680821949,1,247.758408762671,1,564.823954767013,1,110.586416773298,9,103.944798609578,15,106.586516773298,13
131.573361766159,0,164.338680821949,0,248.480125464818,0,564.823954767013,0,111.586416773298,8,104.858270844156,16,106.944698609578,12
133.28163260129,1,165.775733202299,1,249.876694269455,1,574.157157117917,1,111.764836321671,9,104.885632131967,15,107.586516773298,13
133.28163260129,0,165.775733202299,0,249.876694269455,0,574.157157117917,0,112.586416773298,8,104.944798609578,16,107.765144259145,14
134.293384794126,1,167.221855480076,1,254.562387858072,1,575.510779071603,1,112.764836321671,9,105.885632131967,15,107.944698609578,13
134.293384794126,0,167.221855480076,0,254.562387858072,0,575.510779071603,0,113.586416773298,8,105.944798609578,16,108.586516773298,14
