Buffer Size Network.node[7].lnk[0] (#0 - General-0-20190530-17:24:45-2957),,Buffer Size Network.node[6].lnk[0] (#0 - General-0-20190530-17:24:45-2957),,Buffer Size Network.node[0].lnk[0] (#0 - General-0-20190530-17:24:45-2957),,Buffer Size Network.node[4].lnk[0] (#0 - General-0-20190530-17:24:45-2957),,Delay Network.node[5].app (#0 - General-0-20190530-17:24:45-2957),,Buffer Size Network.node[1].lnk[0] (#0 - General-0-20190530-17:24:45-2957),,Buffer Size Network.node[3].lnk[0] (#0 - General-0-20190530-17:24:45-2957),,Buffer Size Network.node[2].lnk[0] (#0 - General-0-20190530-17:24:45-2957),
17.898660388484,12,18.485128163722,10,15.898560388484,16,22.110504596494,6,48.485228163722,35.26334394283799142,16.951645335884,16,15.928200701034,18,17.951545335884,14
17.898660388484,13,18.898760388484,11,15.951745335884,17,22.111039470784,5,49.485228163722,23.4730093892369992,17.022345462353,17,16.111139470784,19,17.95156512434,15
18.898660388484,12,19.485128163722,10,16.898560388484,16,22.176801997976,6,50.485228163722,42.00639675738499065,17.951645335884,16,16.878964054203,18,18.879064054203,16
18.898660388484,13,19.671335539696,11,16.951745335884,17,22.421197446058,7,51.485228163722,23.63172691775000077,17.951645335884,17,16.996272898184,19,18.951545335884,15
19.496199986344,14,19.72866246612,12,17.898560388484,16,23.111039470784,6,52.485228163722,43.76234826664799,18.74267712007,18,17.111139470784,20,19.071379490094,16
19.898660388484,13,19.898760388484,13,17.951745335884,17,23.600386973123,7,53.485228163722,44.61707023935599617,18.951645335884,17,17.878964054203,19,19.70371608649,17
19.898660388484,14,20.328609352761,14,18.898560388484,16,24.111039470784,6,54.485228163722,45.59810167015500302,18.951645335884,18,18.082542279062,20,19.879064054203,18
20.208783579677,15,20.348799480907,15,18.951745335884,17,24.34114592357,7,55.485228163722,37.80884709666199217,19.951645335884,17,18.111139470784,21,19.951545335884,17
20.898660388484,14,20.388775779965,16,19.538090815562,18,24.42791640591,8,56.485228163722,25.35658374003499905,19.951645335884,18,18.183577054371,22,20.632194583391,18
20.898660388484,15,20.485128163722,15,19.898560388484,17,25.111039470784,7,57.485228163722,50.80324282264599825,20.847998420862,19,18.878964054203,21,20.879064054203,19
21.553028851829,16,20.898760388484,16,19.951745335884,18,26.111039470784,6,58.485228163722,25.8997651814709967,20.951645335884,18,19.111139470784,22,20.951545335884,18
21.898660388484,15,20.971654168832,17,20.898560388484,17,27.077172334586,7,59.485228163722,50.20633085947800095,20.951645335884,19,19.878964054203,21,20.964604824355,19
21.898660388484,16,21.417073630752,18,20.951745335884,18,27.111039470784,6,60.485228163722,27.52402633906400087,21.951645335884,18,20.111139470784,22,21.092661589666,20
22.719902378378,17,21.485128163722,17,21.898560388484,17,28.111039470784,5,61.485228163722,41.98902817737800305,21.951645335884,19,20.878964054203,21,21.443837679047,21
22.898660388484,16,21.898760388484,18,21.951745335884,18,28.209806476558,6,62.485228163722,52.9548889274029902,22.951645335884,18,21.111139470784,22,21.570226315472,22
22.898660388484,17,22.072719915116,19,22.898560388484,17,29.111039470784,5,63.485228163722,43.276444584044995,22.951645335884,19,21.757165426715,23,21.879064054203,23
23.555999910348,18,22.485128163722,18,22.951745335884,18,29.620830885852,6,64.485228163722,28.1596558860129987,23.951645335884,18,21.878964054203,22,21.951545335884,22
23.898660388484,17,22.898760388484,19,23.300018100066,19,30.111039470784,5,65.485228163722,58.6773684132080005,23.951645335884,19,22.111139470784,23,21.952927264334,23
23.898660388484,18,23.485128163722,18,23.898560388484,18,30.760438849385,6,66.485228163722,29.1972808302420005,24.739568543707,20,22.878964054203,22,22.487811640091,24
24.267247847565,19,23.898760388484,19,23.951745335884,19,31.111039470784,5,67.485228163722,45.9321993118930008,24.951645335884,19,23.111139470784,23,22.879064054203,25
24.898660388484,18,24.485128163722,18,24.898560388484,18,31.962677416632,6,68.485228163722,30.35339235765099617,24.951645335884,20,23.878964054203,22,22.951545335884,24
24.898660388484,19,24.576631698201,19,24.951745335884,19,32.111039470784,5,69.485228163722,59.46633187809499065,25.123128757806,21,23.881402623717,23,23.320655156157,25
25.125143488639,20,24.898760388484,20,25.303258622573,20,32.467696164387,6,70.485228163722,31.29754274899099882,25.951645335884,20,23.980052932135,24,23.629069996255,26
25.2664742022,21,24.90197211373,21,25.898560388484,19,32.755106640457,7,71.485228163722,31.99597683576799752,25.951645335884,21,24.111139470784,25,23.879064054203,27
25.898660388484,20,24.911372864394,22,25.951745335884,20,33.111039470784,6,72.485228163722,49.7653257853439895,26.951645335884,20,24.878964054203,24,23.951545335884,26
25.898660388484,21,25.485128163722,21,26.563192432682,21,34.111039470784,5,73.485228163722,33.22589997622199565,26.951645335884,21,25.111139470784,25,24.879064054203,27
26.308254856379,22,25.898760388484,22,26.898560388484,20,34.88993709044,6,74.485228163722,33.63182647789800217,26.970456408808,22,25.878964054203,24,24.951545335884,26
26.615772580141,23,26.012218774485,23,26.951745335884,21,35.111039470784,5,75.485228163722,64.8685858012769925,27.432187304852,23,26.111139470784,25,25.879064054203,27
26.898660388484,22,26.485128163722,22,27.446321474641,22,35.922734101085,6,76.485228163722,52.92922825337399195,27.951645335884,22,26.520357440094,26,25.951545335884,26
26.898660388484,23,26.898760388484,23,27.898560388484,21,36.111039470784,5,77.485228163722,74.2089866232300036,27.951645335884,23,26.878964054203,25,26.114652353232,27
27.420569979942,24,27.485128163722,22,27.951745335884,22,36.281661316955,6,78.485228163722,35.11254434781500312,28.648695958289,24,27.027557563351,26,26.456306520258,28
27.735291640797,25,27.853501245972,23,28.775079348391,23,36.765297003544,7,79.485228163722,55.2179803161569963,28.951645335884,23,27.032264103843,27,26.658656958825,29
27.898660388484,24,27.898760388484,24,28.898560388484,22,37.111039470784,6,80.485228163722,68.6724780018199963,28.951645335884,24,27.111139470784,28,26.678969417621,30
27.898660388484,25,28.485128163722,23,28.951745335884,23,38.111039470784,5,81.485228163722,36.11055785228899125,29.951645335884,23,27.190605610074,29,26.859221669606,31
28.075638379032,26,28.898760388484,24,29.624300159955,24,38.872744608494,6,82.485228163722,57.3600846750830013,29.951645335884,24,27.878964054203,28,26.879064054203,32
28.36165935154,27,29.485128163722,23,29.898560388484,23,38.975065223347,7,83.485228163722,36.83022364847700192,30.91242953415,25,28.033688642222,29,26.951545335884,31
28.898660388484,26,29.898760388484,24,29.951745335884,24,39.111039470784,6,84.485228163722,59.21875396152199735,30.951645335884,24,28.111139470784,30,27.879064054203,32
28.898660388484,27,30.485128163722,23,30.216924187407,25,40.111039470784,5,85.485228163722,38.38397082795799502,30.951645335884,25,28.601592795702,31,27.951545335884,31
29.220052319369,28,30.898760388484,24,30.898560388484,24,41.111039470784,4,86.485228163722,79.522638732708003,31.035956181512,26,28.878964054203,30,28.624962742019,32
29.47247231226,29,31.128644423687,25,30.951745335884,25,41.199979880572,5,87.485228163722,61.17697330734299025,31.388976314786,27,29.10593660229,31,28.879064054203,33
29.898660388484,28,31.485128163722,24,31.898560388484,24,42.111039470784,4,88.485228163722,61.8694555835810005,31.951645335884,26,29.111139470784,32,28.951545335884,32
29.898660388484,29,31.898760388484,25,31.951745335884,25,43.111039470784,3,89.485228163722,39.49935907585599165,31.951645335884,27,29.878964054203,31,29.521553612805,33
30.898660388484,28,32.485128163722,24,32.090384067264,26,44.111039470784,2,90.485228163722,39.59139504853099805,32.951645335884,26,30.111139470784,32,29.879064054203,34
30.898660388484,29,32.585462982251,25,32.898560388484,25,45.111039470784,1,91.485228163722,78.5618805561329904,32.951645335884,27,30.124595332309,33,29.951545335884,33
31.693979210734,30,32.898760388484,26,32.951745335884,26,46.111039470784,0,92.485228163722,40.89819527899300037,33.069898519332,28,30.720974726639,34,30.879064054203,34
31.898660388484,29,32.961201824658,27,33.215666084108,27,47.965370400509,1,93.485228163722,41.62652720865099795,33.951645335884,27,30.878964054203,33,30.951545335884,33
31.898660388484,30,33.485128163722,26,33.898560388484,26,47.965370400509,0,94.485228163722,67.06465818377998265,33.951645335884,28,31.111139470784,34,31.879064054203,34
32.224701707351,31,33.898760388484,27,33.951745335884,27,49.35166175253,1,95.485228163722,67.74993652292499725,34.249281452977,29,31.878964054203,33,31.951545335884,33
32.898660388484,30,34.485128163722,26,34.103527494545,28,49.35166175253,0,96.485228163722,88.7518040742409934,34.945080913877,30,32.111139470784,34,32.573835269689,34
32.898660388484,31,34.898760388484,27,34.898560388484,27,49.775318853887,1,97.485228163722,69.40958978468998435,34.951645335884,29,32.878964054203,33,32.879064054203,35
33.898660388484,30,35.485128163722,26,34.951745335884,28,50.35166175253,0,98.485228163722,70.123568812181986,34.951645335884,30,33.111139470784,34,32.951545335884,34
33.898660388484,31,35.898760388484,27,35.181362378681,29,50.71245757161,1,99.485228163722,42.747394320656994,35.447391712138,31,33.878964054203,33,33.444371096015,35
34.354201103419,32,36.325572277709,28,35.898560388484,28,50.744814376255,2,100.485228163722,86.7174527626050061,35.951645335884,30,34.111139470784,34,33.879064054203,36
34.898660388484,31,36.485128163722,27,35.951745335884,29,50.924771717807,3,101.485228163722,72.26517584435299535,35.951645335884,31,34.563981309883,35,33.951545335884,35
34.898660388484,32,36.898760388484,28,36.113765259088,30,51.35166175253,2,102.485228163722,43.61872422612599092,36.091496420461,32,34.878964054203,34,34.736280364816,36
35.116068874715,33,37.28794733348,29,36.45342999167,31,51.896253875902,3,103.485228163722,74.01275585146200315,36.951645335884,31,35.111139470784,35,34.879064054203,37
35.898660388484,32,37.485128163722,28,36.898560388484,30,52.35166175253,2,104.485228163722,45.01414300779099145,36.951645335884,32,35.878964054203,34,34.951545335884,36
35.898660388484,33,37.898760388484,29,36.951745335884,31,53.35166175253,1,105.485228163722,97.6398579136079828,37.170816619117,33,36.111139470784,35,34.998337606491,37
36.080522440209,34,38.131835806071,30,37.836409198207,32,54.35166175253,0,106.485228163722,45.7599397376999944,37.279363717612,34,36.878964054203,34,35.549733596625,38
36.898660388484,33,38.485128163722,29,37.898560388484,31,54.617602131815,1,107.485228163722,46.6123437048089924,37.376286472189,35,37.111139470784,35,35.569113377973,39
36.898660388484,34,38.898760388484,30,37.951745335884,32,54.869200744928,2,108.485228163722,94.4831512438289844,37.951645335884,34,37.689449667541,36,35.879064054203,40
37.339565957473,35,39.187685414731,31,38.898560388484,31,55.35166175253,1,109.485228163722,77.79124895298798455,37.951645335884,35,37.878964054203,35,35.951545335884,39
37.776593971247,36,39.485128163722,30,38.951745335884,32,55.712179520342,2,110.485228163722,48.1919602492239958,38.270015550495,36,38.111139470784,36,36.204241093604,40
37.810797389605,37,39.489251327954,31,39.898560388484,31,56.35166175253,1,111.485228163722,48.7993872210359994,38.657145642644,37,38.543529403184,37,36.546840718302,41
37.898660388484,36,39.898760388484,32,39.951745335884,32,56.853317423201,2,112.485228163722,98.3072376984029855,38.951645335884,36,38.793610898162,38,36.879064054203,42
37.898660388484,37,40.2593281875,33,40.898560388484,31,57.35166175253,1,113.485228163722,81.2605264563709961,38.951645335884,37,38.878964054203,37,36.951545335884,41
38.869806774986,38,40.485128163722,32,40.951745335884,32,58.35166175253,0,114.485228163722,50.02124388420199335,39.951645335884,36,38.945904523416,38,37.106801788376,42
38.898660388484,37,40.853401685824,33,41.308944677489,33,60.600012037026,1,115.485228163722,114.5082217373299895,39.951645335884,37,39.111139470784,39,37.252375766824,43
38.898660388484,38,40.898760388484,34,41.898560388484,32,60.600012037026,0,116.485228163722,50.85813060077700225,40.925779635336,38,39.518366074844,40,37.606599899069,44
39.327979658944,39,41.485128163722,33,41.951745335884,33,60.90561693884,1,117.485228163722,108.9981632115799921,40.951645335884,37,39.878964054203,39,37.879064054203,45
39.898660388484,38,41.898760388484,34,42.898560388484,32,61.600012037026,0,118.485228163722,52.56517914228999175,40.951645335884,38,40.111139470784,40,37.951545335884,44
39.898660388484,39,42.485128163722,33,42.951745335884,33,63.039180226315,1,119.485228163722,53.18874979076899455,41.36012529128,39,40.735385570181,41,38.409151884828,45
40.898660388484,38,42.898760388484,34,43.148677462566,34,63.039180226315,0,120.485228163722,86.13102706030298315,41.521995377992,40,40.84099821381,42,38.879064054203,46
40.898660388484,39,43.372683815907,35,43.280861172181,35,63.412943520132,1,121.485228163722,54.45852212552999535,41.951645335884,39,40.878964054203,41,38.951545335884,45
40.968877236871,40,43.485128163722,34,43.898560388484,34,63.732518175005,2,122.485228163722,55.22599710714499085,41.951645335884,40,40.94588004941,42,38.973762385949,46
41.602339854594,41,43.898760388484,35,43.951745335884,35,64.039180226315,1,123.485228163722,120.9523815423000025,42.951645335884,39,41.111139470784,43,39.879064054203,47
41.898660388484,40,44.485128163722,34,44.79068462779,36,65.039180226315,0,124.485228163722,55.9150247389849963,42.951645335884,40,41.878964054203,42,39.951545335884,46
41.898660388484,41,44.898760388484,35,44.824471413342,37,65.332237616845,1,125.485228163722,56.78999214906200145,43.872172667743,41,42.111139470784,43,40.879064054203,47
42.898660388484,40,45.374670311433,36,44.896146797655,38,65.592877746221,2,126.485228163722,91.3691592890070008,43.951645335884,40,42.198487574322,44,40.951545335884,46
42.898660388484,41,45.485128163722,35,44.898560388484,37,66.039180226315,1,127.485228163722,57.66653164951399875,43.951645335884,41,42.236770487207,45,41.879064054203,47
43.628248671697,42,45.898760388484,36,44.951745335884,38,67.039180226315,0,128.485228163722,119.1578285059599972,44.40217554588,42,42.414096062352,46,41.951545335884,46
43.898660388484,41,46.485128163722,35,45.898560388484,37,67.715624400163,1,129.485228163722,58.8331534088679998,44.552966556074,43,42.878964054203,45,42.879064054203,47
43.898660388484,42,46.655004515245,36,45.951745335884,38,68.039180226315,0,130.485228163722,94.4047057235129895,44.951645335884,42,43.111139470784,46,42.951545335884,46
44.898660388484,41,46.898760388484,37,46.898560388484,37,68.754830036744,1,131.485228163722,126.4214989597899996,44.951645335884,43,43.124013989576,47,43.111572146459,47
44.898660388484,42,47.101257335764,38,46.951745335884,38,69.039180226315,0,132.485228163722,60.5527290548889991,45.075836586162,44,43.306552591459,48,43.879064054203,48
45.274967773024,43,47.485128163722,37,47.898560388484,37,69.483353879478,1,133.485228163722,61.4656204716309983,45.543109152572,45,43.878964054203,47,43.951545335884,47
45.819824901169,44,47.898760388484,38,47.951745335884,38,70.039180226315,0,134.485228163722,97.1456622062489994,45.595021704755,46,44.111139470784,48,44.067538570381,48
45.898660388484,43,48.485128163722,37,48.898560388484,37,70.702353224659,1,135.485228163722,62.08230400547999725,45.951645335884,45,44.878964054203,47,44.879064054203,49
45.898660388484,44,48.898760388484,38,48.94599363646,38,70.73327951622,2,136.485228163722,98.7086341924749884,45.951645335884,46,45.111139470784,48,44.909419532113,50
46.898660388484,43,49.485128163722,37,48.951745335884,39,71.039180226315,1,137.485228163722,62.951385526290991,46.951645335884,45,45.190481478045,49,44.951545335884,49
46.898660388484,44,49.898760388484,38,49.169132844561,40,72.039180226315,0,138.485228163722,63.6204756451149931,46.951645335884,46,45.794780549893,50,45.879064054203,50
47.898660388484,43,49.985869087866,39,49.791730188539,41,72.10762253064,1,139.485228163722,101.674430774119997,47.607794440961,47,45.878964054203,49,45.951545335884,49
47.898660388484,44,50.485128163722,38,49.898560388484,40,73.039180226315,0,140.485228163722,64.73759510015798905,47.951645335884,46,46.111139470784,50,46.104858098395,50
48.898660388484,43,50.893833115191,39,49.951745335884,41,73.423248788937,1,141.485228163722,121.9471373481599977,47.951645335884,47,46.249692394685,51,46.121625864387,51
48.898660388484,44,50.898760388484,40,50.898560388484,40,73.488361653724,2,142.485228163722,103.6154213887400029,48.917092804984,48,46.512021703851,52,46.879064054203,52
49.529785493073,45,51.485128163722,39,50.951745335884,41,74.039180226315,1,143.485228163722,133.1982805285999797,48.951645335884,47,46.523804935769,53,46.951545335884,51
49.898660388484,44,51.587032884729,40,51.010526991882,42,74.299502675952,2,144.485228163722,105.15724850478,48.951645335884,48,46.878964054203,52,47.879064054203,52
49.898660388484,45,51.858700955071,41,51.062209897677,43,75.039180226315,1,145.485228163722,65.94357131706999535,49.331071727657,49,47.111139470784,53,47.951545335884,51
50.898660388484,44,51.898760388484,42,51.898560388484,42,76.039180226315,0,146.485228163722,140.7797897871099615,49.5845774328,50,47.878964054203,52,48.058203101878,52
50.898660388484,45,52.485128163722,41,51.923133534358,43,78.455473771515,1,147.485228163722,66.71069085403900065,49.951645335884,49,47.971599017757,53,48.472815644537,53
51.898660388484,44,52.898760388484,42,51.951745335884,44,78.455473771515,0,148.485228163722,67.6973656092110044,49.951645335884,50,48.159893992976,54,48.879064054203,54
51.898660388484,45,53.485128163722,41,52.234101339328,45,80.060932534583,1,149.485228163722,138.2487859450999957,50.951645335884,49,48.878964054203,53,48.951545335884,53
52.41432978148,46,53.898760388484,42,52.898560388484,44,80.060932534583,0,150.485228163722,109.5163509268499805,50.951645335884,50,48.896025092963,54,49.145276161371,54
52.898660388484,45,54.485128163722,41,52.951745335884,45,80.750367072431,1,151.485228163722,109.882888309129981,51.951645335884,49,48.951895145852,55,49.163971631792,55
52.898660388484,46,54.898760388484,42,53.370697834585,46,81.060932534583,0,152.485228163722,151.0246196323799943,51.951645335884,50,48.965470400509,56,49.879064054203,56
53.898660388484,45,55.485128163722,41,53.898560388484,45,82.234609555081,1,153.485228163722,69.0377082784459898,52.216796295349,51,49.149724653311,57,49.951545335884,55
53.898660388484,46,55.898760388484,42,53.951745335884,46,82.234609555081,0,154.485228163722,131.185210063660008,52.951645335884,50,49.337243604514,58,50.742384353898,56
54.41150174897,47,56.485128163722,41,54.898560388484,45,86.436468981329,1,155.485228163722,70.5249936358160025,52.951645335884,51,49.878964054203,57,50.879064054203,57
54.898660388484,46,56.737833843065,42,54.951745335884,46,86.436468981329,0,156.485228163722,112.8569794920300064,53.168626002891,52,50.35176175253,58,50.951545335884,56
54.898660388484,47,56.898760388484,43,55.898560388484,45,86.966430560601,1,157.485228163722,145.1899518136099795,53.951645335884,51,50.878964054203,57,51.879064054203,57
54.919366871657,48,57.485128163722,42,55.951745335884,46,87.411579900007,2,158.485228163722,71.54310329470698065,53.951645335884,52,51.35176175253,58,51.951545335884,56
55.521045858181,49,57.898760388484,43,56.708632168439,47,87.436468981329,1,159.485228163722,146.7465477849900133,54.478411374253,53,51.413274664957,59,52.273215580165,57
55.898660388484,48,58.485128163722,42,56.898560388484,46,87.816762782349,2,160.485228163722,72.0556735403669959,54.713935947672,54,51.878964054203,58,52.879064054203,58
55.898660388484,49,58.866503937596,43,56.951745335884,47,87.901342274111,3,161.485228163722,72.7914030762310059,54.951645335884,53,52.35176175253,59,52.951545335884,57
56.898660388484,48,58.898760388484,44,57.082301962833,48,88.260636179237,4,162.485228163722,73.73649570367999185,54.951645335884,54,52.614245571499,60,53.040295234737,58
56.898660388484,49,59.471085155931,45,57.898560388484,47,88.436468981329,3,163.485228163722,118.2102603906999996,55.951645335884,53,52.878964054203,59,53.879064054203,59
57.898660388484,48,59.485128163722,44,57.951745335884,48,89.436468981329,2,164.485228163722,118.6654032625500005,55.951645335884,54,53.35176175253,60,53.951545335884,58
