timeNode0Lnk1,bufferSizeNode0Lnk1,timeNode1Lnk1,bufferSizeNode1Lnk1,timeNode2Lnk1,bufferSizeNode2Lnk1,timeNode5Lnk1,bufferSizeNode5Lnk1,timeNode3Lnk1,bufferSizeNode3Lnk1,timeNode6Lnk1,bufferSizeNode6Lnk1,timeNode4Lnk1,bufferSizeNode4Lnk1,timeNode7Lnk1,bufferSizeNode7Lnk1
0.898560388484,1,0.898660388484,1,0.898760388484,1,0.898860388484,1,0.898860388484,1,0.898960388484,1,0.898960388484,1,0.899060388484,1
0.898560388484,0,0.898660388484,0,0.898760388484,0,0.898860388484,0,0.898860388484,0,0.898960388484,0,0.898960388484,0,0.899060388484,0
4.899760388484,1,4.899860388484,1,1.859604212075,1,4.899460388484,1,1.859704212075,1,4.899560388484,1,1.859804212075,1,4.899660388484,1
4.899760388484,0,4.899860388484,0,1.859604212075,0,4.899460388484,0,1.859704212075,0,4.899560388484,0,1.859804212075,0,4.899660388484,0
,,,,1.860204212075,1,,,2.860304212075,1,,,3.860404212075,1,,
,,,,1.860204212075,0,,,2.860304212075,0,,,3.860404212075,0,,
,,,,2.646805352057,1,,,3.860304212075,1,,,4.860404212075,1,,
,,,,2.860204212075,0,,,3.860304212075,0,,,4.860404212075,0,,
,,,,4.52576940626,1,,,5.52586940626,1,,,6.52596940626,1,,
,,,,4.52576940626,0,,,5.52586940626,0,,,6.52596940626,0,,
,,,,5.563928706924,1,,,6.564028706924,1,,,7.564128706924,1,,
,,,,5.563928706924,0,,,6.564028706924,0,,,7.564128706924,0,,
,,,,6.139447903807,1,,,7.564028706924,1,,,8.564128706924,1,,
,,,,6.563928706924,0,,,7.564028706924,0,,,8.564128706924,0,,
,,,,8.362972325843,1,,,9.363072325843,1,,,10.363172325843,1,,
,,,,8.362972325843,0,,,9.363072325843,0,,,10.363172325843,0,,
,,,,8.681328466685,1,,,10.363072325843,1,,,11.363172325843,1,,
,,,,9.164930571633,2,,,10.363072325843,0,,,11.363172325843,0,,
,,,,9.362972325843,1,,,11.363072325843,1,,,12.363172325843,1,,
,,,,9.814376919884,2,,,11.363072325843,0,,,12.363172325843,0,,
,,,,10.362972325843,1,,,12.363072325843,1,,,13.363172325843,1,,
,,,,11.362972325843,0,,,12.363072325843,0,,,13.363172325843,0,,
,,,,11.486588120209,1,,,13.363072325843,1,,,14.363172325843,1,,
,,,,12.14047068743,2,,,13.363072325843,0,,,14.363172325843,0,,
,,,,12.362972325843,1,,,14.363072325843,1,,,15.363172325843,1,,
,,,,12.639342696446,2,,,14.363072325843,0,,,15.363172325843,0,,
,,,,13.362972325843,1,,,15.363072325843,1,,,16.363172325843,1,,
,,,,14.362972325843,0,,,15.363072325843,0,,,16.363172325843,0,,
,,,,15.237596782295,1,,,16.363072325843,1,,,17.363172325843,1,,
,,,,15.258022370694,2,,,16.363072325843,0,,,17.363172325843,0,,
,,,,15.362972325843,1,,,17.363072325843,1,,,18.363172325843,1,,
,,,,15.717270507949,2,,,17.363072325843,0,,,18.363172325843,0,,
,,,,16.362972325843,1,,,18.363072325843,1,,,19.363172325843,1,,
,,,,17.362972325843,0,,,18.363072325843,0,,,19.363172325843,0,,
,,,,17.504758171388,1,,,19.363072325843,1,,,20.363172325843,1,,
,,,,18.362972325843,0,,,19.363072325843,0,,,20.363172325843,0,,
,,,,19.010542430025,1,,,20.363072325843,1,,,21.363172325843,1,,
,,,,19.16177328369,2,,,20.363072325843,0,,,21.363172325843,0,,
,,,,19.362972325843,1,,,21.363072325843,1,,,22.363172325843,1,,
,,,,20.362972325843,0,,,21.363072325843,0,,,22.363172325843,0,,
,,,,21.202087541632,1,,,22.363072325843,1,,,23.363172325843,1,,
,,,,21.362972325843,0,,,22.363072325843,0,,,23.363172325843,0,,
,,,,25.047309410774,1,,,26.047409410774,1,,,27.047509410774,1,,
,,,,25.047309410774,0,,,26.047409410774,0,,,27.047509410774,0,,
,,,,25.666238870401,1,,,27.047409410774,1,,,28.047509410774,1,,
,,,,26.047309410774,0,,,27.047409410774,0,,,28.047509410774,0,,
,,,,27.182774844391,1,,,28.182874844391,1,,,29.182974844391,1,,
,,,,27.182774844391,0,,,28.182874844391,0,,,29.182974844391,0,,
,,,,28.20420671874,1,,,29.20430671874,1,,,30.20440671874,1,,
,,,,28.20420671874,0,,,29.20430671874,0,,,30.20440671874,0,,
,,,,29.076527913782,1,,,30.20430671874,1,,,31.20440671874,1,,
,,,,29.20420671874,0,,,30.20430671874,0,,,31.20440671874,0,,
,,,,31.970948391769,1,,,32.971048391769,1,,,33.971148391769,1,,
,,,,31.970948391769,0,,,32.971048391769,0,,,33.971148391769,0,,
,,,,32.6126430938,1,,,33.971048391769,1,,,34.971148391769,1,,
,,,,32.970948391769,0,,,33.971048391769,0,,,34.971148391769,0,,
,,,,34.100897919552,1,,,35.100997919552,1,,,36.101097919552,1,,
,,,,34.100897919552,0,,,35.100997919552,0,,,36.101097919552,0,,
,,,,34.344946410289,1,,,36.100997919552,1,,,37.101097919552,1,,
,,,,35.100897919552,0,,,36.100997919552,0,,,37.101097919552,0,,
,,,,35.185281115901,1,,,37.100997919552,1,,,38.101097919552,1,,
,,,,35.347417605347,2,,,37.100997919552,0,,,38.101097919552,0,,
,,,,36.100897919552,1,,,38.100997919552,1,,,39.101097919552,1,,
,,,,36.294414282522,2,,,38.100997919552,0,,,39.101097919552,0,,
,,,,37.100897919552,1,,,39.100997919552,1,,,40.101097919552,1,,
,,,,37.25396225989,2,,,39.100997919552,0,,,40.101097919552,0,,
,,,,38.100897919552,1,,,40.100997919552,1,,,41.101097919552,1,,
,,,,39.100897919552,0,,,40.100997919552,0,,,41.101097919552,0,,
,,,,39.582875634104,1,,,41.100997919552,1,,,42.101097919552,1,,
,,,,40.100897919552,0,,,41.100997919552,0,,,42.101097919552,0,,
,,,,40.728014588804,1,,,42.100997919552,1,,,43.101097919552,1,,
,,,,41.100897919552,0,,,42.100997919552,0,,,43.101097919552,0,,
,,,,41.677509172301,1,,,43.100997919552,1,,,44.101097919552,1,,
,,,,42.100897919552,0,,,43.100997919552,0,,,44.101097919552,0,,
