timeNode0,bufferSizeNode0,timeNode7,bufferSizeNode7,timeNode6,bufferSizeNode6,timeNode2,bufferSizeNode2,timeNode1,bufferSizeNode1,timeNode5,delayNode5
93.40016733,82,134.7734289,0,135.7735289,0,139.6490525,8,144.6491525,0,,
93.77332886,81,135.7734289,1,136.7735289,1,140.6490525,7,145.6491525,1,,
93.97229099,82,135.7734289,0,136.7735289,0,141.109541,8,145.6491525,0,,
94.40016733,83,136.7734289,1,137.7735289,1,141.6490525,7,146.6491525,1,,
94.77332886,82,136.7734289,0,137.7735289,0,142.6490525,6,146.6491525,0,,
95.2322248,83,137.7734289,1,138.7735289,1,143.3344556,7,147.6491525,1,,
95.40016733,84,137.7734289,0,138.7735289,0,143.6360215,8,147.6491525,0,,
95.57387896,85,138.7734289,1,139.7735289,1,143.6490525,7,148.6491525,1,,
95.77332886,84,138.7734289,0,139.7735289,0,144.6490525,6,148.6491525,0,,
95.88139669,85,139.7734289,1,140.7735289,1,145.2769191,7,149.6491525,1,,
96.08374713,86,139.7734289,0,140.7735289,0,145.6490525,6,149.6491525,0,,
96.40016733,87,140.7734289,1,141.7735289,1,146.4939386,7,150.6491525,1,,
96.77332886,86,140.7734289,0,141.7735289,0,146.5988205,8,150.6491525,0,,
96.96687617,87,141.7734289,1,142.7735289,1,146.6490525,7,151.6491525,1,,
96.98718863,88,141.7734289,0,142.7735289,0,147.0331661,8,151.6491525,0,,
97.16744088,89,142.7734289,1,143.7735289,1,147.6490525,7,152.6491525,1,,
97.40016733,90,142.7734289,0,143.7735289,0,148.2857736,8,152.6491525,0,,
97.77332886,89,143.7734289,1,144.7735289,1,148.6490525,7,153.6491525,1,,
98.40016733,90,143.7734289,0,144.7735289,0,148.9192363,8,153.6491525,0,,
98.77332886,89,144.7734289,1,145.7735289,1,149.6490525,7,154.6491525,1,,
98.93318195,90,144.7734289,0,145.7735289,0,150.6490525,6,154.6491525,0,,
99.40016733,91,145.7734289,1,146.7735289,1,151.6490525,5,155.6491525,1,,
99.77332886,90,145.7734289,0,146.7735289,0,152.6490525,4,155.6491525,0,,
99.77626498,91,146.7734289,1,147.7735289,1,153.6490525,3,156.6491525,1,,
100.4001673,92,146.7734289,0,147.7735289,0,154.6490525,2,156.6491525,0,,
100.7733289,91,147.7734289,1,148.7735289,1,155.6490525,1,157.6491525,1,,
101.1050229,92,147.7734289,0,148.7735289,0,155.6846268,2,157.6491525,0,,
101.4001673,93,148.7734289,1,149.7735289,1,156.3945447,3,158.6491525,1,,
101.672927,94,148.7734289,0,149.7735289,0,156.5770833,4,158.6491525,0,,
101.7733289,93,149.7734289,1,150.7735289,1,156.6490525,3,159.6491525,1,,
101.958948,94,149.7734289,0,150.7735289,0,156.709267,4,159.6491525,0,,
102.4001673,95,150.7734289,1,151.7735289,1,157.6490525,3,160.6491525,1,,
102.7733289,94,150.7734289,0,151.7735289,0,158.5931959,4,160.6491525,0,,
103.3699724,95,151.7734289,1,152.7735289,1,158.6490525,3,161.6491525,1,,
103.4001673,96,151.7734289,0,152.7735289,0,159.6490525,2,161.6491525,0,,
103.7733289,95,152.7734289,1,153.7735289,1,160.239915,3,162.6491525,1,,
104.2283654,96,152.7734289,0,153.7735289,0,160.6490525,2,162.6491525,0,,
104.4001673,97,153.7734289,1,154.7735289,1,161.081796,3,163.6491525,1,,
104.7327092,98,153.7734289,0,154.7735289,0,161.1155827,4,163.6491525,0,,
104.7733289,97,154.7734289,1,155.7735289,1,161.1872581,5,164.6491525,1,,
105.4001673,98,154.7734289,0,155.7735289,0,161.6490525,4,164.6491525,0,,
105.7733289,97,155.7734289,1,156.7735289,1,162.6490525,3,165.6491525,1,,
106.4001673,98,155.7734289,0,156.7735289,0,163.6490525,2,165.6491525,0,,
106.7733289,97,156.7734289,1,157.7735289,1,164.6490525,1,166.6491525,1,,
106.9964427,98,156.7734289,0,157.7735289,0,165.237105,2,166.6491525,0,,
107.2488627,99,157.7734289,1,158.7735289,1,165.2890175,3,167.6491525,1,,
107.4001673,100,157.7734289,0,158.7735289,0,165.6490525,2,167.6491525,0,,
107.7733289,99,158.7734289,1,159.7735289,1,166.6490525,1,168.6491525,1,,
108.4001673,100,158.7734289,0,159.7735289,0,167.3017903,2,168.6491525,0,,
108.7733289,99,159.7734289,1,160.7735289,1,167.318558,3,169.6491525,1,,
109.4001673,100,159.7734289,0,160.7735289,0,167.6490525,2,169.6491525,0,,
109.7733289,99,160.7734289,1,161.7735289,1,168.6490525,1,170.6491525,1,,
110.3011444,100,160.7734289,0,161.7735289,0,169.2551353,2,170.6491525,0,,
110.4001673,101,161.7734289,1,162.7735289,1,169.5174646,3,171.6491525,1,,
110.7733289,100,161.7734289,0,162.7735289,0,169.5292478,4,171.6491525,0,,
110.8937684,101,162.7734289,1,163.7735289,1,169.6490525,3,172.6491525,1,,
111.4001673,102,162.7734289,0,163.7735289,0,170.6490525,2,172.6491525,0,,
111.7733289,101,163.7734289,1,164.7735289,1,170.9770419,3,173.6491525,1,,
112.4001673,102,163.7734289,0,164.7735289,0,171.6490525,2,173.6491525,0,,
112.7672283,103,164.7734289,1,165.7735289,1,172.2863403,3,174.6491525,1,,
112.7733289,102,164.7734289,0,165.7735289,0,172.6490525,2,174.6491525,0,,
113.4001673,103,165.7734289,1,166.7735289,1,173.6490525,1,175.6491525,1,,
113.7733289,102,165.7734289,0,166.7735289,0,173.6726316,2,175.6491525,0,,
113.9694669,103,166.7734289,1,167.7735289,1,174.3450921,3,176.6491525,1,,
114.0929935,104,166.7734289,0,167.7735289,0,174.6490525,2,176.6491525,0,,
114.4001673,105,167.7734289,1,168.7735289,1,174.759071,3,177.6491525,1,,
114.4460136,106,167.7734289,0,168.7735289,0,174.7777665,4,177.6491525,0,,
114.7733289,105,168.7734289,1,169.7735289,1,174.9652855,5,178.6491525,1,,
115.4001673,106,168.7734289,0,169.7735289,0,175.5878828,6,178.6491525,0,,
115.7733289,105,169.7734289,1,170.7735289,1,175.6490525,5,179.6491525,1,,
115.9028322,106,169.7734289,0,170.7735289,0,175.8413885,6,179.6491525,0,,
116.4001673,107,170.7734289,1,171.7735289,1,176.6490525,5,180.6491525,1,,
116.4335547,108,170.7734289,0,171.7735289,0,177.6490525,4,180.6491525,0,,
116.7733289,107,171.7734289,1,172.7735289,1,177.9174196,5,181.6491525,1,,
116.9385735,108,171.7734289,0,172.7735289,0,178.6490525,4,181.6491525,0,,
117.4001673,109,172.7734289,1,173.7735289,1,179.6490525,3,182.6491525,1,,
117.7733289,108,172.7734289,0,173.7735289,0,180.5496384,4,182.6491525,0,,
118.4001673,109,173.7734289,1,174.7735289,1,180.6490525,3,183.6491525,1,,
118.7733289,108,173.7734289,0,174.7735289,0,181.6490525,2,183.6491525,0,,
119.0680728,109,174.7734289,1,175.7735289,1,181.7684352,3,184.6491525,1,,
119.4001673,110,174.7734289,0,175.7735289,0,181.9483926,4,184.6491525,0,,
119.7733289,109,175.7734289,1,176.7735289,1,182.6415924,5,185.6491525,1,,
120.4001673,110,175.7734289,0,176.7735289,0,182.6490525,4,185.6491525,0,,
120.7733289,109,176.7734289,1,177.7735289,1,183.6130745,5,186.6491525,1,,
121.2029033,110,176.7734289,0,177.7735289,0,183.6490525,4,186.6491525,0,,
121.4001673,111,177.7734289,1,178.7735289,1,184.6490525,3,187.6491525,1,,
121.7733289,110,177.7734289,0,178.7735289,0,184.8140454,4,187.6491525,0,,
122.3822862,111,178.7734289,1,179.7735289,1,185.6490525,3,188.6491525,1,,
122.4001673,112,178.7734289,0,179.7735289,0,186.6490525,2,188.6491525,0,,
122.7733289,111,179.7734289,1,180.7735289,1,187.5353937,3,189.6491525,1,,
123.2701476,112,179.7734289,0,180.7735289,0,187.6490525,2,189.6491525,0,,
123.4001673,113,180.7734289,1,181.7735289,1,187.8463615,3,190.6491525,1,,
123.7733289,112,180.7734289,0,181.7735289,0,188.6490525,2,190.6491525,0,,
124.3479825,113,181.7734289,1,182.7735289,1,188.7981912,3,191.6491525,1,,
124.4001673,114,181.7734289,0,182.7735289,0,189.6490525,2,191.6491525,0,,
124.7733289,113,182.7734289,1,183.7735289,1,189.9347877,3,192.6491525,1,,
125.1098503,114,182.7734289,0,183.7735289,0,190.6490525,2,192.6491525,0,,
125.3719075,115,183.7734289,1,184.7735289,1,190.8261663,3,193.6491525,1,,
125.4001673,116,183.7734289,0,184.7735289,0,191.6490525,2,193.6491525,0,,
125.7733289,115,184.7734289,1,185.7735289,1,192.2158433,3,194.6491525,1,,
126.4001673,116,184.7734289,0,185.7735289,0,192.6490525,2,194.6491525,0,,
126.4047045,117,185.7734289,1,186.7735289,1,193.6490525,1,195.6491525,1,,
126.7733289,116,185.7734289,0,186.7735289,0,194.6490525,0,195.6491525,0,,
126.9070153,117,186.7734289,1,187.7735289,1,195.5537777,1,196.6491525,1,,
127.4001673,118,186.7734289,0,187.7735289,0,195.6490525,0,196.6491525,0,,
127.4584113,119,187.7734289,1,188.7735289,1,195.7598097,1,197.6491525,1,,
127.7733289,118,187.7734289,0,188.7735289,0,196.6490525,0,197.6491525,0,,
128.4001673,119,188.7734289,1,189.7735289,1,198.6488853,1,199.6489853,1,,
128.4228649,120,188.7734289,0,189.7735289,0,198.6488853,0,199.6489853,0,,
128.7733289,119,189.7734289,1,190.7735289,1,199.3231299,1,,,,
129.0669696,120,189.7734289,0,190.7735289,0,199.5811426,2,,,,
129.4258968,121,190.7734289,1,191.7735289,1,199.6488853,1,,,,
129.6492525,122,190.7734289,0,191.7735289,0,,,,,,
129.7733289,121,191.7734289,1,192.7735289,1,,,,,,
130.505217,122,191.7734289,0,192.7735289,0,,,,,,
130.6492525,123,192.7734289,1,193.7735289,1,,,,,,
130.7733289,122,192.7734289,0,193.7735289,0,,,,,,
130.8478166,123,193.7734289,1,194.7735289,1,,,,,,
131.6492525,124,193.7734289,0,194.7735289,0,,,,,,
131.7733289,123,194.7734289,1,195.7735289,1,,,,,,
131.8101917,124,194.7734289,0,195.7735289,0,,,,,,
132.3701528,125,195.7734289,1,196.7735289,1,,,,,,
132.6492525,126,195.7734289,0,196.7735289,0,,,,,,
132.7733289,125,196.7734289,1,197.7735289,1,,,,,,
133.6492525,126,196.7734289,0,197.7735289,0,,,,,,
133.7733289,125,197.7734289,1,198.7735289,1,,,,,,
134.4776004,126,197.7734289,0,198.7735289,0,,,,,,
134.6492525,127,198.7734289,1,199.7735289,1,,,,,,
134.7733289,126,198.7734289,0,199.7735289,0,,,,,,
135.3713295,127,199.7734289,1,,,,,,,,
135.6492525,128,199.7734289,0,,,,,,,,
135.7733289,127,,,,,,,,,,
136.2254092,128,,,,,,,,,,
136.6492525,129,,,,,,,,,,
136.7733289,128,,,,,,,,,,
137.6492525,129,,,,,,,,,,
137.7733289,128,,,,,,,,,,
138.6492525,129,,,,,,,,,,
138.7733289,128,,,,,,,,,,
139.6492525,129,,,,,,,,,,
139.6979447,130,,,,,,,,,,
139.7733289,129,,,,,,,,,,
139.8502383,130,,,,,,,,,,
140.3084112,131,,,,,,,,,,
140.4107318,132,,,,,,,,,,
140.6492525,133,,,,,,,,,,
140.7733289,132,,,,,,,,,,
140.9831933,133,,,,,,,,,,
141.6492525,134,,,,,,,,,,
141.7733289,133,,,,,,,,,,
142.6492525,134,,,,,,,,,,
142.7733289,133,,,,,,,,,,
143.6492525,134,,,,,,,,,,
143.7733289,133,,,,,,,,,,
144.6492525,134,,,,,,,,,,
144.7733289,133,,,,,,,,,,
145.1210031,134,,,,,,,,,,
145.6492525,135,,,,,,,,,,
145.7733289,134,,,,,,,,,,
145.89108,135,,,,,,,,,,
146.4851535,136,,,,,,,,,,
146.5907661,137,,,,,,,,,,
146.6492525,138,,,,,,,,,,
146.7733289,137,,,,,,,,,,
147.6492525,138,,,,,,,,,,
147.7733289,137,,,,,,,,,,
148.6492525,138,,,,,,,,,,
148.7733289,137,,,,,,,,,,
149.1100482,138,,,,,,,,,,
149.6492525,139,,,,,,,,,,
149.7733289,138,,,,,,,,,,
150.6492525,139,,,,,,,,,,
150.7733289,138,,,,,,,,,,
150.949781,139,,,,,,,,,,
151.1116511,140,,,,,,,,,,
151.6492525,141,,,,,,,,,,
151.7733289,140,,,,,,,,,,
152.6492525,141,,,,,,,,,,
152.7733289,140,,,,,,,,,,
153.4618284,141,,,,,,,,,,
153.6492525,142,,,,,,,,,,
153.7733289,141,,,,,,,,,,
154.6492525,142,,,,,,,,,,
154.7733289,141,,,,,,,,,,
155.4877372,142,,,,,,,,,,
155.5260201,143,,,,,,,,,,
155.6492525,144,,,,,,,,,,
155.7033457,145,,,,,,,,,,
155.7733289,144,,,,,,,,,,
156.6492525,145,,,,,,,,,,
156.6593121,146,,,,,,,,,,
156.7733289,145,,,,,,,,,,
157.6492525,146,,,,,,,,,,
157.7733289,145,,,,,,,,,,
158.1691356,146,,,,,,,,,,
158.6492525,147,,,,,,,,,,
158.7733289,146,,,,,,,,,,
159.6492525,147,,,,,,,,,,
159.7733289,146,,,,,,,,,,
160.1711221,147,,,,,,,,,,
160.6492525,148,,,,,,,,,,
160.701125,149,,,,,,,,,,
160.7733289,148,,,,,,,,,,
160.851916,149,,,,,,,,,,
161.374786,150,,,,,,,,,,
161.6492525,151,,,,,,,,,,
161.7733289,150,,,,,,,,,,
162.5702246,151,,,,,,,,,,
162.6492525,152,,,,,,,,,,
162.7733289,151,,,,,,,,,,
163.0374971,152,,,,,,,,,,
163.6417962,153,,,,,,,,,,
163.6492525,154,,,,,,,,,,
163.7733289,153,,,,,,,,,,
164.1866533,154,,,,,,,,,,
164.6492525,155,,,,,,,,,,
164.7733289,154,,,,,,,,,,
165.4669875,155,,,,,,,,,,
165.6492525,156,,,,,,,,,,
165.7733289,155,,,,,,,,,,
165.9218994,156,,,,,,,,,,
166.6492525,157,,,,,,,,,,
166.7733289,156,,,,,,,,,,
167.6492525,157,,,,,,,,,,
167.7733289,156,,,,,,,,,,
168.6492525,157,,,,,,,,,,
168.7733289,156,,,,,,,,,,
169.63186,157,,,,,,,,,,
169.6492525,158,,,,,,,,,,
169.7733289,157,,,,,,,,,,
170.0781128,158,,,,,,,,,,
170.6492525,159,,,,,,,,,,
170.7733289,158,,,,,,,,,,
171.6492525,159,,,,,,,,,,
171.7733289,158,,,,,,,,,,
172.6492525,159,,,,,,,,,,
172.7733289,158,,,,,,,,,,
172.9627245,159,,,,,,,,,,
173.1510195,160,,,,,,,,,,
173.5656321,161,,,,,,,,,,
173.6492525,162,,,,,,,,,,
173.7733289,161,,,,,,,,,,
174.3017632,162,,,,,,,,,,
174.3576332,163,,,,,,,,,,
174.5807724,164,,,,,,,,,,
174.6492525,165,,,,,,,,,,
174.7733289,164,,,,,,,,,,
174.7786019,165,,,,,,,,,,
175.6492525,166,,,,,,,,,,
175.7733289,165,,,,,,,,,,
176.3570147,166,,,,,,,,,,
176.6492525,167,,,,,,,,,,
176.7733289,166,,,,,,,,,,
176.7806718,167,,,,,,,,,,
177.6492525,168,,,,,,,,,,
177.7733289,167,,,,,,,,,,
178.6492525,168,,,,,,,,,,
178.7733289,167,,,,,,,,,,
179.6492525,168,,,,,,,,,,
179.665216,169,,,,,,,,,,
179.7733289,168,,,,,,,,,,
180.6023548,169,,,,,,,,,,
180.6492525,170,,,,,,,,,,
180.7733289,169,,,,,,,,,,
181.5103188,170,,,,,,,,,,
181.5426756,171,,,,,,,,,,
181.6492525,172,,,,,,,,,,
181.7733289,171,,,,,,,,,,
182.6492525,172,,,,,,,,,,
182.7733289,171,,,,,,,,,,
183.0735068,172,,,,,,,,,,
183.1251897,173,,,,,,,,,,
183.6492525,174,,,,,,,,,,
183.7733289,173,,,,,,,,,,
183.9861134,174,,,,,,,,,,
184.2577814,175,,,,,,,,,,
184.6492525,176,,,,,,,,,,
184.7733289,175,,,,,,,,,,
185.6492525,176,,,,,,,,,,
185.7733289,175,,,,,,,,,,
186.6492525,176,,,,,,,,,,
186.7733289,175,,,,,,,,,,
187.6492525,176,,,,,,,,,,
187.7733289,175,,,,,,,,,,
188.6492525,176,,,,,,,,,,
188.7733289,175,,,,,,,,,,
189.1369143,176,,,,,,,,,,
189.6492525,177,,,,,,,,,,
189.7733289,176,,,,,,,,,,
189.903994,177,,,,,,,,,,
190.6492525,178,,,,,,,,,,
190.7733289,177,,,,,,,,,,
191.6492525,178,,,,,,,,,,
191.7733289,177,,,,,,,,,,
191.9011659,178,,,,,,,,,,
192.6492525,179,,,,,,,,,,
192.7733289,178,,,,,,,,,,
193.2109513,179,,,,,,,,,,
193.5848378,180,,,,,,,,,,
193.6492525,181,,,,,,,,,,
193.7733289,180,,,,,,,,,,
194.3928179,181,,,,,,,,,,
194.6492525,182,,,,,,,,,,
194.7733289,181,,,,,,,,,,
194.900683,182,,,,,,,,,,
195.1394359,183,,,,,,,,,,
195.3749604,184,,,,,,,,,,
195.626559,185,,,,,,,,,,
195.6492525,186,,,,,,,,,,
195.7733289,185,,,,,,,,,,
195.8734183,186,,,,,,,,,,
196.6492525,187,,,,,,,,,,
196.7163971,188,,,,,,,,,,
196.7733289,187,,,,,,,,,,
197.6492525,188,,,,,,,,,,
197.7733289,187,,,,,,,,,,
198.0617445,188,,,,,,,,,,
198.6492525,189,,,,,,,,,,
198.6634235,190,,,,,,,,,,
198.7733289,189,,,,,,,,,,
199.7733289,188,,,,,,,,,,
