Buffer Size Network.node[0].lnk[0] (#0 - General-0-20190604-21:23:33-8154),,Buffer Size Network.node[7].lnk[0] (#0 - General-0-20190604-21:23:33-8154),,Buffer Size Network.node[6].lnk[0] (#0 - General-0-20190604-21:23:33-8154),,Buffer Size Network.node[5].lnk[0] (#0 - General-0-20190604-21:23:33-8154),,Buffer Size Network.node[4].lnk[0] (#0 - General-0-20190604-21:23:33-8154),,Buffer Size Network.node[3].lnk[0] (#0 - General-0-20190604-21:23:33-8154),,Buffer Size Network.node[2].lnk[0] (#0 - General-0-20190604-21:23:33-8154),,Buffer Size Network.node[1].lnk[0] (#0 - General-0-20190604-21:23:33-8154),
174.155390204255,2,176.155490204255,0,177.155590204255,0,,,,,,,,,,
174.301763165421,3,177.155490204255,1,178.155590204255,1,,,,,,,,,,
174.35763321831,4,177.155490204255,0,178.155590204255,0,,,,,,,,,,
174.580772426411,5,178.155490204255,1,179.155590204255,1,,,,,,,,,,
174.77860193387,6,178.155490204255,0,179.155590204255,0,,,,,,,,,,
175.155390204255,5,179.155490204255,1,180.155590204255,1,,,,,,,,,,
176.155390204255,4,179.155490204255,0,180.155590204255,0,,,,,,,,,,
176.357014655976,5,180.155490204255,1,181.155590204255,1,,,,,,,,,,
176.780671757333,6,180.155490204255,0,181.155590204255,0,,,,,,,,,,
177.155390204255,5,181.155490204255,1,182.155590204255,1,,,,,,,,,,
178.155390204255,4,181.155490204255,0,182.155590204255,0,,,,,,,,,,
179.155390204255,3,182.155490204255,1,183.155590204255,1,,,,,,,,,,
179.66521604574,4,182.155490204255,0,183.155590204255,0,,,,,,,,,,
180.155390204255,3,183.155490204255,1,184.155590204255,1,,,,,,,,,,
180.602354763463,4,183.155490204255,0,184.155590204255,0,,,,,,,,,,
181.155390204255,3,184.155490204255,1,185.155590204255,1,,,,,,,,,,
181.510318790788,4,184.155490204255,0,185.155590204255,0,,,,,,,,,,
181.542675595433,5,185.155490204255,1,186.155590204255,1,,,,,,,,,,
182.155390204255,4,185.155490204255,0,186.155590204255,0,,,,,,,,,,
183.0735068217,5,186.155490204255,1,187.155590204255,1,,,,,,,,,,
183.125189727495,6,186.155490204255,0,187.155590204255,0,,,,,,,,,,
183.155390204255,5,187.155490204255,1,188.155590204255,1,,,,,,,,,,
183.986113364176,6,187.155490204255,0,188.155590204255,0,,,,,,,,,,
184.155390204255,5,188.155490204255,1,189.155590204255,1,,,,,,,,,,
184.257781434518,6,188.155490204255,0,189.155590204255,0,,,,,,,,,,
185.155390204255,5,189.155490204255,1,190.155590204255,1,,,,,,,,,,
186.155390204255,4,189.155490204255,0,190.155590204255,0,,,,,,,,,,
187.155390204255,3,190.155490204255,1,191.155590204255,1,,,,,,,,,,
188.155390204255,2,190.155490204255,0,191.155590204255,0,,,,,,,,,,
189.136914322512,3,191.155490204255,1,192.155590204255,1,,,,,,,,,,
189.155390204255,2,191.155490204255,0,192.155590204255,0,,,,,,,,,,
189.903993977084,3,192.155490204255,1,193.155590204255,1,,,,,,,,,,
190.155390204255,2,192.155490204255,0,193.155590204255,0,,,,,,,,,,
191.155390204255,1,193.155490204255,1,194.155590204255,1,,,,,,,,,,
191.901165944574,2,193.155490204255,0,194.155590204255,0,,,,,,,,,,
192.155390204255,1,194.155490204255,1,195.155590204255,1,,,,,,,,,,
193.155390204255,0,194.155490204255,0,195.155590204255,0,,,,,,,,,,
193.210951315936,1,195.155490204255,1,196.155590204255,1,,,,,,,,,,
193.584837811839,2,195.155490204255,0,196.155590204255,0,,,,,,,,,,
194.155390204255,1,196.155490204255,1,197.155590204255,1,,,,,,,,,,
194.392817865238,2,196.155490204255,0,197.155590204255,0,,,,,,,,,,
194.900682987925,3,197.155490204255,1,198.155590204255,1,,,,,,,,,,
195.139435860773,4,197.155490204255,0,198.155590204255,0,,,,,,,,,,
195.155390204255,3,198.155490204255,1,199.155590204255,1,,,,,,,,,,
195.374960434192,4,198.155490204255,0,199.155590204255,0,,,,,,,,,,
195.626559047305,5,199.155490204255,1,,,,,,,,,,,,
195.873418316104,6,199.155490204255,0,,,,,,,,,,,,
196.155390204255,5,,,,,,,,,,,,,,
196.716397091518,6,,,,,,,,,,,,,,
197.155390204255,5,,,,,,,,,,,,,,
198.061744524752,6,,,,,,,,,,,,,,
198.155390204255,5,,,,,,,,,,,,,,
198.663423511276,6,,,,,,,,,,,,,,
199.155390204255,5,,,,,,,,,,,,,,
