Buffer Size Network.node[0].lnk[0] (#0 - General-0-20190604-21:23:33-8154),,Buffer Size Network.node[7].lnk[0] (#0 - General-0-20190604-21:23:33-8154),,Buffer Size Network.node[6].lnk[0] (#0 - General-0-20190604-21:23:33-8154),,Buffer Size Network.node[5].lnk[0] (#0 - General-0-20190604-21:23:33-8154),,Buffer Size Network.node[4].lnk[0] (#0 - General-0-20190604-21:23:33-8154),,Buffer Size Network.node[3].lnk[0] (#0 - General-0-20190604-21:23:33-8154),,Buffer Size Network.node[2].lnk[0] (#0 - General-0-20190604-21:23:33-8154),,Buffer Size Network.node[1].lnk[0] (#0 - General-0-20190604-21:23:33-8154),
34.762798139777,6,38.155490204255,0,39.155590204255,0,,,,,,,,,,
34.781766708978,7,39.155490204255,1,40.155590204255,1,,,,,,,,,,
35.155390204255,6,39.155490204255,0,40.155590204255,0,,,,,,,,,,
35.173537519655,7,40.155490204255,1,41.155590204255,1,,,,,,,,,,
36.134918458721,8,40.155490204255,0,41.155590204255,0,,,,,,,,,,
36.155390204255,7,41.155490204255,1,42.155590204255,1,,,,,,,,,,
36.386360390796,8,41.155490204255,0,42.155590204255,0,,,,,,,,,,
36.874917440104,9,42.155490204255,1,43.155590204255,1,,,,,,,,,,
37.155390204255,8,42.155490204255,0,43.155590204255,0,,,,,,,,,,
38.155390204255,7,43.155490204255,1,44.155590204255,1,,,,,,,,,,
39.155390204255,6,43.155490204255,0,44.155590204255,0,,,,,,,,,,
39.752832461382,7,44.155490204255,1,45.155590204255,1,,,,,,,,,,
40.155390204255,6,44.155490204255,0,45.155590204255,0,,,,,,,,,,
40.3505785382,7,45.155490204255,1,46.155590204255,1,,,,,,,,,,
40.796097033251,8,45.155490204255,0,46.155590204255,0,,,,,,,,,,
41.155390204255,7,46.155490204255,1,47.155590204255,1,,,,,,,,,,
41.370629439992,8,46.155490204255,0,47.155590204255,0,,,,,,,,,,
42.155390204255,7,47.155490204255,1,48.155590204255,1,,,,,,,,,,
43.155390204255,6,47.155490204255,0,48.155590204255,0,,,,,,,,,,
43.696980501686,7,48.155490204255,1,49.155590204255,1,,,,,,,,,,
44.155390204255,6,48.155490204255,0,49.155590204255,0,,,,,,,,,,
44.795892969237,7,49.155490204255,1,50.155590204255,1,,,,,,,,,,
45.155390204255,6,49.155490204255,0,50.155590204255,0,,,,,,,,,,
45.854727100725,7,50.155490204255,1,51.155590204255,1,,,,,,,,,,
46.155390204255,6,50.155490204255,0,51.155590204255,0,,,,,,,,,,
46.965324546412,7,51.155490204255,1,52.155590204255,1,,,,,,,,,,
47.10335323484,8,51.155490204255,0,52.155590204255,0,,,,,,,,,,
47.155390204255,7,52.155490204255,1,53.155590204255,1,,,,,,,,,,
48.155390204255,6,52.155490204255,0,53.155590204255,0,,,,,,,,,,
48.492395924631,7,53.155490204255,1,54.155590204255,1,,,,,,,,,,
48.944497984856,8,53.155490204255,0,54.155590204255,0,,,,,,,,,,
49.155390204255,7,54.155490204255,1,55.155590204255,1,,,,,,,,,,
49.788925778384,8,54.155490204255,0,55.155590204255,0,,,,,,,,,,
50.155390204255,7,55.155490204255,1,56.155590204255,1,,,,,,,,,,
51.155390204255,6,55.155490204255,0,56.155590204255,0,,,,,,,,,,
52.155390204255,5,56.155490204255,1,57.155590204255,1,,,,,,,,,,
53.155390204255,4,56.155490204255,0,57.155590204255,0,,,,,,,,,,
54.155390204255,3,57.155490204255,1,58.155590204255,1,,,,,,,,,,
54.24342262456,4,57.155490204255,0,58.155590204255,0,,,,,,,,,,
54.477724143336,5,58.155490204255,1,59.155590204255,1,,,,,,,,,,
55.155390204255,4,58.155490204255,0,59.155590204255,0,,,,,,,,,,
55.485743388756,5,59.155490204255,1,60.155590204255,1,,,,,,,,,,
56.155390204255,4,59.155490204255,0,60.155590204255,0,,,,,,,,,,
56.54448610385,5,60.155490204255,1,61.155590204255,1,,,,,,,,,,
57.155390204255,4,60.155490204255,0,61.155590204255,0,,,,,,,,,,
57.416401957476,5,61.155490204255,1,62.155590204255,1,,,,,,,,,,
57.708482490743,6,61.155490204255,0,62.155590204255,0,,,,,,,,,,
58.155390204255,5,62.155490204255,1,63.155590204255,1,,,,,,,,,,
58.243547167826,6,62.155490204255,0,63.155590204255,0,,,,,,,,,,
58.871488748817,7,63.155490204255,1,64.155590204255,1,,,,,,,,,,
59.155390204255,6,63.155490204255,0,64.155590204255,0,,,,,,,,,,
59.51526975042,7,64.155490204255,1,65.155590204255,1,,,,,,,,,,
59.795546758899,8,64.155490204255,0,65.155590204255,0,,,,,,,,,,
60.155390204255,7,65.155490204255,1,66.155590204255,1,,,,,,,,,,
60.77241083297,8,65.155490204255,0,66.155590204255,0,,,,,,,,,,
61.155390204255,7,66.155490204255,1,67.155590204255,1,,,,,,,,,,
61.184912062892,8,66.155490204255,0,67.155590204255,0,,,,,,,,,,
62.155390204255,7,67.155490204255,1,68.155590204255,1,,,,,,,,,,
62.252984260042,8,67.155490204255,0,68.155590204255,0,,,,,,,,,,
62.401696529294,9,68.155490204255,1,69.155590204255,1,,,,,,,,,,
63.155390204255,8,68.155490204255,0,69.155590204255,0,,,,,,,,,,
63.908331862567,9,69.155490204255,1,70.155590204255,1,,,,,,,,,,
64.155390204255,8,69.155490204255,0,70.155590204255,0,,,,,,,,,,
64.368345820307,9,70.155490204255,1,71.155590204255,1,,,,,,,,,,
65.155390204255,8,70.155490204255,0,71.155590204255,0,,,,,,,,,,
65.454615201185,9,71.155490204255,1,72.155590204255,1,,,,,,,,,,
66.155390204255,8,71.155490204255,0,72.155590204255,0,,,,,,,,,,
67.155390204255,7,72.155490204255,1,73.155590204255,1,,,,,,,,,,
67.174946858902,8,72.155490204255,0,73.155590204255,0,,,,,,,,,,
68.155390204255,7,73.155490204255,1,74.155590204255,1,,,,,,,,,,
68.294761224656,8,73.155490204255,0,74.155590204255,0,,,,,,,,,,
68.395795999965,9,74.155490204255,1,75.155590204255,1,,,,,,,,,,
69.155390204255,8,74.155490204255,0,75.155590204255,0,,,,,,,,,,
70.155390204255,7,75.155490204255,1,76.155590204255,1,,,,,,,,,,
71.155390204255,6,75.155490204255,0,76.155590204255,0,,,,,,,,,,
71.969384372309,7,76.155490204255,1,77.155590204255,1,,,,,,,,,,
72.155390204255,6,76.155490204255,0,77.155590204255,0,,,,,,,,,,
73.155390204255,5,77.155490204255,1,78.155590204255,1,,,,,,,,,,
74.074705673101,6,77.155490204255,0,78.155590204255,0,,,,,,,,,,
74.132032599525,7,78.155490204255,1,79.155590204255,1,,,,,,,,,,
74.155390204255,6,78.155490204255,0,79.155590204255,0,,,,,,,,,,
75.060511096426,7,79.155490204255,1,80.155590204255,1,,,,,,,,,,
75.155390204255,6,79.155490204255,0,80.155590204255,0,,,,,,,,,,
75.660457983067,7,80.155490204255,1,81.155590204255,1,,,,,,,,,,
76.155390204255,6,80.155490204255,0,81.155590204255,0,,,,,,,,,,
77.004703255219,7,81.155490204255,1,82.155590204255,1,,,,,,,,,,
77.024893383365,8,81.155490204255,0,82.155590204255,0,,,,,,,,,,
77.064869682423,9,82.155490204255,1,83.155590204255,1,,,,,,,,,,
77.155390204255,8,82.155490204255,0,83.155590204255,0,,,,,,,,,,
77.64774807129,9,83.155490204255,1,84.155590204255,1,,,,,,,,,,
78.155390204255,8,83.155490204255,0,84.155590204255,0,,,,,,,,,,
79.155390204255,7,84.155490204255,1,85.155590204255,1,,,,,,,,,,
80.155390204255,6,84.155490204255,0,85.155590204255,0,,,,,,,,,,
81.155390204255,5,85.155490204255,1,86.155590204255,1,,,,,,,,,,
81.539318194135,6,85.155490204255,0,86.155590204255,0,,,,,,,,,,
82.074202569892,7,86.155490204255,1,87.155590204255,1,,,,,,,,,,
82.155390204255,6,86.155490204255,0,87.155590204255,0,,,,,,,,,,
83.155390204255,5,87.155490204255,1,88.155590204255,1,,,,,,,,,,
84.155390204255,4,87.155490204255,0,88.155590204255,0,,,,,,,,,,
84.578114352977,5,88.155490204255,1,89.155590204255,1,,,,,,,,,,
85.155390204255,4,88.155490204255,0,89.155590204255,0,,,,,,,,,,
85.410957869043,5,89.155490204255,1,90.155590204255,1,,,,,,,,,,
86.155390204255,4,89.155490204255,0,90.155590204255,0,,,,,,,,,,
87.155390204255,3,90.155490204255,1,91.155590204255,1,,,,,,,,,,
87.41419839155,4,90.155490204255,0,91.155590204255,0,,,,,,,,,,
87.512848699968,5,91.155490204255,1,92.155590204255,1,,,,,,,,,,
88.155390204255,4,91.155490204255,0,92.155590204255,0,,,,,,,,,,
89.155390204255,3,92.155490204255,1,93.155590204255,1,,,,,,,,,,
90.053153207927,4,92.155490204255,0,93.155590204255,0,,,,,,,,,,
90.139923690267,5,93.155490204255,1,94.155590204255,1,,,,,,,,,,
90.155390204255,4,93.155490204255,0,94.155590204255,0,,,,,,,,,,
91.155390204255,3,94.155490204255,1,95.155590204255,1,,,,,,,,,,
92.155390204255,2,94.155490204255,0,95.155590204255,0,,,,,,,,,,
92.789179618943,3,95.155490204255,1,96.155590204255,1,,,,,,,,,,
92.930510332504,4,95.155490204255,0,96.155590204255,0,,,,,,,,,,
93.155390204255,3,96.155490204255,1,97.155590204255,1,,,,,,,,,,
93.972290986683,4,96.155490204255,0,97.155590204255,0,,,,,,,,,,
94.155390204255,3,97.155490204255,1,98.155590204255,1,,,,,,,,,,
95.155390204255,2,97.155490204255,0,98.155590204255,0,,,,,,,,,,
95.232224796792,3,98.155490204255,1,99.155590204255,1,,,,,,,,,,
95.573878963818,4,98.155490204255,0,99.155590204255,0,,,,,,,,,,
95.88139668758,5,99.155490204255,1,100.155590204255,1,,,,,,,,,,
96.083747126147,6,99.155490204255,0,100.155590204255,0,,,,,,,,,,
96.155390204255,5,100.155490204255,1,101.155590204255,1,,,,,,,,,,
96.966876168106,6,100.155490204255,0,101.155590204255,0,,,,,,,,,,
96.987188626902,7,101.155490204255,1,102.155590204255,1,,,,,,,,,,
97.155390204255,6,101.155490204255,0,102.155590204255,0,,,,,,,,,,
97.167440878887,7,102.155490204255,1,103.155590204255,1,,,,,,,,,,
98.155390204255,6,102.155490204255,0,103.155590204255,0,,,,,,,,,,
98.9331819513,7,103.155490204255,1,104.155590204255,1,,,,,,,,,,
99.155390204255,6,103.155490204255,0,104.155590204255,0,,,,,,,,,,
99.776264983448,7,104.155490204255,1,105.155590204255,1,,,,,,,,,,
100.155390204255,6,104.155490204255,0,105.155590204255,0,,,,,,,,,,
101.105022857198,7,105.155490204255,1,106.155590204255,1,,,,,,,,,,
101.155390204255,6,105.155490204255,0,106.155590204255,0,,,,,,,,,,
101.672927010678,7,106.155490204255,1,107.155590204255,1,,,,,,,,,,
101.958947983186,8,106.155490204255,0,107.155590204255,0,,,,,,,,,,
102.155390204255,7,107.155490204255,1,108.155590204255,1,,,,,,,,,,
103.155390204255,6,107.155490204255,0,108.155590204255,0,,,,,,,,,,
103.36997239248,7,108.155490204255,1,109.155590204255,1,,,,,,,,,,
104.155390204255,6,108.155490204255,0,109.155590204255,0,,,,,,,,,,
104.228365360309,7,109.155490204255,1,110.155590204255,1,,,,,,,,,,
104.732709166897,8,109.155490204255,0,110.155590204255,0,,,,,,,,,,
105.155390204255,7,110.155490204255,1,111.155590204255,1,,,,,,,,,,
106.155390204255,6,110.155490204255,0,111.155590204255,0,,,,,,,,,,
106.996442742758,7,111.155490204255,1,112.155590204255,1,,,,,,,,,,
107.155390204255,6,111.155490204255,0,112.155590204255,0,,,,,,,,,,
107.248862735649,7,112.155490204255,1,113.155590204255,1,,,,,,,,,,
108.155390204255,6,112.155490204255,0,113.155590204255,0,,,,,,,,,,
109.155390204255,5,113.155490204255,1,114.155590204255,1,,,,,,,,,,
110.155390204255,4,113.155490204255,0,114.155590204255,0,,,,,,,,,,
110.301144392533,5,114.155490204255,1,115.155590204255,1,,,,,,,,,,
110.893768419985,6,114.155490204255,0,115.155590204255,0,,,,,,,,,,
111.155390204255,5,115.155490204255,1,116.155590204255,1,,,,,,,,,,
112.155390204255,4,115.155490204255,0,116.155590204255,0,,,,,,,,,,
112.767228299842,5,116.155490204255,1,117.155590204255,1,,,,,,,,,,
113.155390204255,4,116.155490204255,0,117.155590204255,0,,,,,,,,,,
113.969466867089,5,117.155490204255,1,118.155590204255,1,,,,,,,,,,
114.092993514451,6,117.155490204255,0,118.155590204255,0,,,,,,,,,,
114.155390204255,5,118.155490204255,1,119.155590204255,1,,,,,,,,,,
114.446013647725,6,118.155490204255,0,119.155590204255,0,,,,,,,,,,
115.155390204255,5,119.155490204255,1,120.155590204255,1,,,,,,,,,,
115.902832206289,6,119.155490204255,0,120.155590204255,0,,,,,,,,,,
116.155390204255,5,120.155490204255,1,121.155590204255,1,,,,,,,,,,
116.433554702906,6,120.155490204255,0,121.155590204255,0,,,,,,,,,,
116.938573450661,7,121.155490204255,1,122.155590204255,1,,,,,,,,,,
117.155390204255,6,121.155490204255,0,122.155590204255,0,,,,,,,,,,
118.155390204255,5,122.155490204255,1,123.155590204255,1,,,,,,,,,,
119.068072846729,6,122.155490204255,0,123.155590204255,0,,,,,,,,,,
119.155390204255,5,123.155490204255,1,124.155590204255,1,,,,,,,,,,
120.155390204255,4,123.155490204255,0,124.155590204255,0,,,,,,,,,,
121.155390204255,3,124.155490204255,1,125.155590204255,1,,,,,,,,,,
121.202903296712,4,124.155490204255,0,125.155590204255,0,,,,,,,,,,
122.155390204255,3,125.155490204255,1,126.155590204255,1,,,,,,,,,,
122.382286230357,4,125.155490204255,0,126.155590204255,0,,,,,,,,,,
123.155390204255,3,126.155490204255,1,127.155590204255,1,,,,,,,,,,
123.270147640794,4,126.155490204255,0,127.155590204255,0,,,,,,,,,,
124.155390204255,3,127.155490204255,1,128.155590204255,1,,,,,,,,,,
124.34798252493,4,127.155490204255,0,128.155590204255,0,,,,,,,,,,
125.109850296226,5,128.155490204255,1,129.155590204255,1,,,,,,,,,,
125.155390204255,4,128.155490204255,0,129.155590204255,0,,,,,,,,,,
125.371907537901,5,129.155490204255,1,130.155590204255,1,,,,,,,,,,
126.155390204255,4,129.155490204255,0,130.155590204255,0,,,,,,,,,,
126.404704548546,5,130.155490204255,1,131.155590204255,1,,,,,,,,,,
126.907015346807,6,130.155490204255,0,131.155590204255,0,,,,,,,,,,
127.155390204255,5,131.155490204255,1,132.155590204255,1,,,,,,,,,,
127.458411336941,6,131.155490204255,0,132.155590204255,0,,,,,,,,,,
128.155390204255,5,132.155490204255,1,133.155590204255,1,,,,,,,,,,
128.422864902435,6,132.155490204255,0,133.155590204255,0,,,,,,,,,,
129.066969610758,7,133.155490204255,1,134.155590204255,1,,,,,,,,,,
129.155390204255,6,133.155490204255,0,134.155590204255,0,,,,,,,,,,
129.425896826628,7,134.155490204255,1,135.155590204255,1,,,,,,,,,,
130.155390204255,6,134.155490204255,0,135.155590204255,0,,,,,,,,,,
130.505217025284,7,135.155490204255,1,136.155590204255,1,,,,,,,,,,
130.847816649982,8,135.155490204255,0,136.155590204255,0,,,,,,,,,,
131.155390204255,7,136.155490204255,1,137.155590204255,1,,,,,,,,,,
131.810191705753,8,136.155490204255,0,137.155590204255,0,,,,,,,,,,
132.155390204255,7,137.155490204255,1,138.155590204255,1,,,,,,,,,,
132.370152775827,8,137.155490204255,0,138.155590204255,0,,,,,,,,,,
133.155390204255,7,138.155490204255,1,139.155590204255,1,,,,,,,,,,
134.155390204255,6,138.155490204255,0,139.155590204255,0,,,,,,,,,,
134.477600380777,7,139.155490204255,1,140.155590204255,1,,,,,,,,,,
135.155390204255,6,139.155490204255,0,140.155590204255,0,,,,,,,,,,
135.371329459083,7,140.155490204255,1,141.155590204255,1,,,,,,,,,,
136.155390204255,6,140.155490204255,0,141.155590204255,0,,,,,,,,,,
136.225409194726,7,141.155490204255,1,142.155590204255,1,,,,,,,,,,
137.155390204255,6,141.155490204255,0,142.155590204255,0,,,,,,,,,,
138.155390204255,5,142.155490204255,1,143.155590204255,1,,,,,,,,,,
139.155390204255,4,142.155490204255,0,143.155590204255,0,,,,,,,,,,
139.697944674008,5,143.155490204255,1,144.155590204255,1,,,,,,,,,,
139.850238299262,6,143.155490204255,0,144.155590204255,0,,,,,,,,,,
140.155390204255,5,144.155490204255,1,145.155590204255,1,,,,,,,,,,
140.30841118322,6,144.155490204255,0,145.155590204255,0,,,,,,,,,,
140.410731798073,7,145.155490204255,1,146.155590204255,1,,,,,,,,,,
140.983193349501,8,145.155490204255,0,146.155590204255,0,,,,,,,,,,
141.155390204255,7,146.155490204255,1,147.155590204255,1,,,,,,,,,,
142.155390204255,6,146.155490204255,0,147.155590204255,0,,,,,,,,,,
143.155390204255,5,147.155490204255,1,148.155590204255,1,,,,,,,,,,
144.155390204255,4,147.155490204255,0,148.155590204255,0,,,,,,,,,,
145.121003110011,5,148.155490204255,1,149.155590204255,1,,,,,,,,,,
145.155390204255,4,148.155490204255,0,149.155590204255,0,,,,,,,,,,
145.891079969557,5,149.155490204255,1,150.155590204255,1,,,,,,,,,,
146.155390204255,4,149.155490204255,0,150.155590204255,0,,,,,,,,,,
146.485153467881,5,150.155490204255,1,151.155590204255,1,,,,,,,,,,
146.59076611151,6,150.155490204255,0,151.155590204255,0,,,,,,,,,,
147.155390204255,5,151.155490204255,1,152.155590204255,1,,,,,,,,,,
148.155390204255,4,151.155490204255,0,152.155590204255,0,,,,,,,,,,
149.110048241593,5,152.155490204255,1,153.155590204255,1,,,,,,,,,,
149.155390204255,4,152.155490204255,0,153.155590204255,0,,,,,,,,,,
150.155390204255,3,153.155490204255,1,154.155590204255,1,,,,,,,,,,
150.94978102667,4,153.155490204255,0,154.155590204255,0,,,,,,,,,,
151.111651113382,5,154.155490204255,1,155.155590204255,1,,,,,,,,,,
151.155390204255,4,154.155490204255,0,155.155590204255,0,,,,,,,,,,
152.155390204255,3,155.155490204255,1,156.155590204255,1,,,,,,,,,,
153.155390204255,2,155.155490204255,0,156.155590204255,0,,,,,,,,,,
153.461828403133,3,156.155490204255,1,157.155590204255,1,,,,,,,,,,
154.155390204255,2,156.155490204255,0,157.155590204255,0,,,,,,,,,,
155.155390204255,1,157.155490204255,1,158.155590204255,1,,,,,,,,,,
155.487737220236,2,157.155490204255,0,158.155590204255,0,,,,,,,,,,
155.526020133121,3,158.155490204255,1,159.155590204255,1,,,,,,,,,,
155.703345708266,4,158.155490204255,0,159.155590204255,0,,,,,,,,,,
156.155390204255,3,159.155490204255,1,160.155590204255,1,,,,,,,,,,
156.659312132188,4,159.155490204255,0,160.155590204255,0,,,,,,,,,,
157.155390204255,3,160.155490204255,1,161.155590204255,1,,,,,,,,,,
158.155390204255,2,160.155490204255,0,161.155590204255,0,,,,,,,,,,
158.169135587797,3,161.155490204255,1,162.155590204255,1,,,,,,,,,,
159.155390204255,2,161.155490204255,0,162.155590204255,0,,,,,,,,,,
160.155390204255,1,162.155490204255,1,163.155590204255,1,,,,,,,,,,
160.171122083323,2,162.155490204255,0,163.155590204255,0,,,,,,,,,,
160.70112496146,3,163.155490204255,1,164.155590204255,1,,,,,,,,,,
160.851915971654,4,163.155490204255,0,164.155590204255,0,,,,,,,,,,
161.155390204255,3,164.155490204255,1,165.155590204255,1,,,,,,,,,,
161.374786001742,4,164.155490204255,0,165.155590204255,0,,,,,,,,,,
162.155390204255,3,165.155490204255,1,166.155590204255,1,,,,,,,,,,
162.570224568024,4,165.155490204255,0,166.155590204255,0,,,,,,,,,,
163.037497134434,5,166.155490204255,1,167.155590204255,1,,,,,,,,,,
163.155390204255,4,166.155490204255,0,167.155590204255,0,,,,,,,,,,
163.641796206282,5,167.155490204255,1,168.155590204255,1,,,,,,,,,,
164.155390204255,4,167.155490204255,0,168.155590204255,0,,,,,,,,,,
164.186653334427,5,168.155490204255,1,169.155590204255,1,,,,,,,,,,
165.155390204255,4,168.155490204255,0,169.155590204255,0,,,,,,,,,,
165.466987538239,5,169.155490204255,1,170.155590204255,1,,,,,,,,,,
165.921899383031,6,169.155490204255,0,170.155590204255,0,,,,,,,,,,
166.155390204255,5,170.155490204255,1,171.155590204255,1,,,,,,,,,,
167.155390204255,4,170.155490204255,0,171.155590204255,0,,,,,,,,,,
168.155390204255,3,171.155490204255,1,172.155590204255,1,,,,,,,,,,
169.155390204255,2,171.155490204255,0,172.155590204255,0,,,,,,,,,,
169.631859974935,3,172.155490204255,1,173.155590204255,1,,,,,,,,,,
170.078112795454,4,172.155490204255,0,173.155590204255,0,,,,,,,,,,
170.155390204255,3,173.155490204255,1,174.155590204255,1,,,,,,,,,,
171.155390204255,2,173.155490204255,0,174.155590204255,0,,,,,,,,,,
172.155390204255,1,174.155490204255,1,175.155590204255,1,,,,,,,,,,
172.962724547556,2,174.155490204255,0,175.155590204255,0,,,,,,,,,,
173.151019522775,3,175.155490204255,1,176.155590204255,1,,,,,,,,,,
173.155390204255,2,175.155490204255,0,176.155590204255,0,,,,,,,,,,
173.565632065434,3,176.155490204255,1,177.155590204255,1,,,,,,,,,,
