Buffer Size Network.node[7].lnk[0] (#0 - General-0-20190604-21:03:53-7007),,Buffer Size Network.node[6].lnk[0] (#0 - General-0-20190604-21:03:53-7007),,Buffer Size Network.node[0].lnk[0] (#0 - General-0-20190604-21:03:53-7007),,Buffer Size Network.node[4].lnk[0] (#0 - General-0-20190604-21:03:53-7007),,Buffer Size Network.node[3].lnk[0] (#0 - General-0-20190604-21:03:53-7007),,Buffer Size Network.node[2].lnk[0] (#0 - General-0-20190604-21:03:53-7007),,Buffer Size Network.node[1].lnk[0] (#0 - General-0-20190604-21:03:53-7007),
190.586516773298,35,191.944798609578,29,206.586416773298,7,,,483.788495732926,1,303.958453539561,1,243.291115509396,1
190.944698609578,34,192.885632131967,28,206.681601824079,8,,,484.178260449153,2,303.958453539561,0,243.291115509396,0
191.586516773298,35,192.944798609578,29,207.586416773298,7,,,484.560305485448,1,304.062789632612,1,244.291115509396,1
191.944698609578,34,193.885632131967,28,207.681601824079,8,,,485.560305485448,0,304.958453539561,0,244.291115509396,0
192.586516773298,35,193.944798609578,29,208.586416773298,7,,,487.257856868074,1,305.000260185156,1,244.585464024902,1
192.944698609578,34,194.885632131967,28,208.681601824079,8,,,487.257856868074,0,305.364546690348,2,245.291115509396,0
193.586516773298,35,194.944798609578,29,209.586416773298,7,,,488.257856868074,1,305.958453539561,1,245.291115509396,1
193.944698609578,34,195.885632131967,28,209.681601824079,8,,,488.257856868074,0,306.528284694228,2,246.291115509396,0
194.349033874934,35,195.938427073646,29,210.586416773298,7,,,490.827911780252,1,306.958453539561,1,246.480325464818,1
194.586516773298,36,195.944798609578,30,210.681601824079,8,,,490.827911780252,0,307.292985160574,2,246.655358638265,2
194.944698609578,35,196.885632131967,29,211.586416773298,7,,,491.830584978355,1,307.958453539561,1,247.291115509396,1
195.586516773298,36,196.944798609578,30,211.681601824079,8,,,491.830584978355,0,308.958453539561,0,247.480325464818,2
195.944698609578,35,197.446256639763,31,212.586416773298,7,,,501.543410282401,1,317.196101131603,1,247.922887163982,3
196.586516773298,36,197.885632131967,30,212.681601824079,8,,,501.543410282401,0,317.196101131603,0,248.291115509396,2
196.639898294725,37,197.944798609578,31,213.586416773298,7,,,503.169264634844,1,319.032203967721,1,248.480325464818,3
196.944698609578,36,198.885632131967,30,213.992737871614,8,,,503.169264634844,0,319.032203967721,0,249.291115509396,2
197.586516773298,37,198.944798609578,31,214.586416773298,7,,,504.169264634844,1,319.064917600686,1,249.480325464818,3
197.944698609578,36,199.885632131967,30,214.992737871614,8,,,504.169264634844,0,320.032203967721,0,250.291115509396,2
198.586516773298,37,199.944798609578,31,215.586416773298,7,,,505.169264634844,1,320.058942811399,1,250.480325464818,3
198.944698609578,36,200.885632131967,30,215.743387312833,8,,,505.169264634844,0,320.66279087505,2,251.291115509396,2
199.586516773298,37,200.944798609578,31,215.992737871614,9,,,507.854629126414,1,321.032203967721,1,251.480325464818,3
199.944698609578,36,201.296640937494,32,216.404305860906,10,,,507.854629126414,0,322.032203967721,0,252.291115509396,2
200.586516773298,37,201.885632131967,31,216.586416773298,9,,,518.541737578501,1,322.209301850221,1,252.480325464818,3
200.944698609578,36,201.944798609578,32,217.558060732296,10,,,518.541737578501,0,323.032203967721,0,253.291115509396,2
201.586516773298,37,202.885632131967,31,217.586416773298,9,,,520.318238326221,1,325.254524913765,1,253.480325464818,3
201.944698609578,36,202.944798609578,32,218.586416773298,8,,,520.318238326221,0,325.254524913765,0,254.291115509396,2
202.586516773298,37,203.885632131967,31,218.620369947884,9,,,521.74660530482,1,328.557040312511,1,254.712021769494,3
202.944698609578,36,203.944798609578,32,219.586416773298,8,,,521.74660530482,0,328.557040312511,0,255.291115509396,2
203.586516773298,37,204.267008429113,33,219.620369947884,9,,,524.658088236311,1,329.557040312511,1,256.291115509396,1
203.944698609578,36,204.885632131967,32,220.586416773298,8,,,524.658088236311,0,329.557040312511,0,256.562587858072,2
204.586516773298,37,204.944798609578,33,220.620369947884,9,,,528.044811157939,1,330.557040312511,1,257.291115509396,1
204.844386184359,38,205.885632131967,32,221.586416773298,8,,,528.044811157939,0,330.557040312511,0,257.562587858072,2
204.944698609578,37,205.944798609578,33,222.337892851908,9,,,531.230698726732,1,335.119580277339,1,258.291115509396,1
205.586516773298,38,206.885632131967,32,222.586416773298,8,,,531.230698726732,0,335.119580277339,0,258.562587858072,2
205.944698609578,37,206.944798609578,33,223.337892851908,9,,,535.700705740132,1,335.324866159366,1,259.291115509396,1
206.586516773298,38,207.885632131967,32,223.586416773298,8,,,535.700705740132,0,336.119580277339,0,259.562587858072,2
206.944698609578,37,207.944798609578,33,223.953423138953,9,,,540.560760195442,1,336.119580277339,1,260.291115509396,1
207.586516773298,38,208.885632131967,32,224.122357066713,10,,,540.560760195442,0,336.15923936553,2,261.083981476726,2
207.944698609578,37,208.944798609578,33,224.337892851908,11,,,544.036086041789,1,337.119580277339,1,261.291115509396,1
208.011699272972,38,209.885632131967,32,224.480733988277,12,,,544.036086041789,0,338.119580277339,0,262.291115509396,0
208.586516773298,39,209.944798609578,33,224.586416773298,11,,,549.156106754384,1,338.923431218789,1,262.366177900831,1
208.944698609578,38,210.885632131967,32,225.586416773298,10,,,549.156106754384,0,339.119580277339,0,263.291115509396,0
209.586516773298,39,210.944798609578,33,226.379282930794,11,,,551.697204024648,1,340.578322000842,1,263.366177900831,1
209.944698609578,38,211.885632131967,32,226.586416773298,10,,,551.697204024648,0,340.578322000842,0,264.291115509396,0
210.586516773298,39,211.944798609578,33,227.379282930794,11,,,552.487260815581,1,341.578322000842,1,265.071427857494,1
210.944698609578,38,212.885632131967,32,227.586416773298,10,,,552.697204024648,0,341.578322000842,0,265.291115509396,0
211.586516773298,39,212.944798609578,33,228.586416773298,9,,,552.697204024648,1,342.037577767613,1,265.843130014437,1
211.944698609578,38,213.885632131967,32,228.715645762844,10,,,553.697204024648,0,342.578322000842,0,266.201576173693,2
212.586516773298,39,213.944798609578,33,229.586416773298,9,,,553.983902727673,1,342.578322000842,1,266.291115509396,1
212.944698609578,38,214.885632131967,32,229.715645762844,10,,,554.697204024648,0,343.578322000842,0,267.291115509396,0
213.586516773298,39,214.944798609578,33,230.586416773298,9,,,563.43754849983,1,345.774350183749,1,269.528320742044,1
213.944698609578,38,215.885632131967,32,230.715645762844,10,,,563.43754849983,0,345.774350183749,0,269.528320742044,0
214.586516773298,39,215.944798609578,33,231.586416773298,9,,,565.824054767013,1,348.910977536622,1,271.39775322156,1
214.944698609578,38,216.863419079529,34,231.974202749465,10,,,565.824054767013,0,348.910977536622,0,271.39775322156,0
215.586516773298,39,216.885632131967,33,232.586416773298,9,,,565.923594931543,1,349.416969397421,1,272.392056871245,1
215.944698609578,38,216.944798609578,34,232.974202749465,10,,,566.824054767013,0,349.910977536622,0,272.39775322156,0
216.586516773298,39,217.885632131967,33,233.586416773298,9,,,575.157257117917,1,350.738493726878,1,273.149961492571,1
216.944698609578,38,217.944798609578,34,233.974202749465,10,,,575.157257117917,0,350.910977536622,0,273.39775322156,0
217.586516773298,39,218.885632131967,33,234.586416773298,9,,,576.510879071603,1,352.021162132028,1,273.569679738338,1
217.944698609578,38,218.944798609578,34,234.974202749465,10,,,576.510879071603,0,352.021162132028,0,274.34372585681,2
218.141243358488,39,219.885632131967,33,235.586416773298,9,,,579.169536242694,1,352.922533629919,1,274.39775322156,1
218.586516773298,40,219.944798609578,34,235.974202749465,10,,,579.169536242694,0,353.021162132028,0,275.373886099225,2
218.944698609578,39,220.885632131967,33,236.586416773298,9,,,580.205479171299,1,355.119810582383,1,275.39775322156,1
219.586516773298,40,220.944798609578,34,236.974202749465,10,,,580.205479171299,0,355.119810582383,0,276.373886099225,2
219.944698609578,39,221.885632131967,33,237.586416773298,9,,,581.969578109348,1,355.511966123328,1,276.39775322156,1
220.586516773298,40,221.944798609578,34,238.586416773298,8,,,581.969578109348,0,356.119810582383,0,277.373886099225,2
220.944698609578,39,222.885632131967,33,239.039072204788,9,,,585.452190000934,1,356.511966123328,1,277.39775322156,1
221.586516773298,40,222.944798609578,34,239.586416773298,8,,,585.452190000934,0,357.119810582383,0,278.373886099225,2
221.944698609578,39,223.885632131967,33,240.586416773298,7,,,586.85506963182,1,359.914810741576,1,278.39775322156,1
222.586516773298,40,223.944798609578,34,241.586416773298,6,,,586.85506963182,0,359.914810741576,0,279.373886099225,2
222.944698609578,39,224.885632131967,33,242.291215509396,7,,,589.341689233266,1,361.140801204788,1,279.39775322156,1
223.586516773298,40,224.944798609578,34,242.586416773298,6,,,589.341689233266,0,361.140801204788,0,280.373886099225,2
223.944698609578,39,225.885632131967,33,243.291215509396,7,,,598.246362607723,1,362.024626060717,1,280.39775322156,1
224.586516773298,40,225.944798609578,34,243.586416773298,6,,,598.246362607723,0,362.140801204788,0,281.373886099225,2
224.944698609578,39,226.873351557159,35,244.291215509396,7,,,598.584033392108,1,362.258064778939,1,281.39775322156,1
225.586516773298,40,226.885632131967,34,244.586416773298,6,,,599.246362607723,0,362.538312653233,2,282.373886099225,2
225.944698609578,39,226.944798609578,35,244.7299681823,7,,,606.228727745667,1,363.140801204788,1,282.39775322156,1
226.374838865122,40,227.885632131967,34,245.291215509396,8,,,606.228727745667,0,364.140801204788,0,283.373886099225,2
226.586516773298,41,227.944798609578,35,245.586416773298,7,,,607.640961305459,1,365.157760018124,1,283.39775322156,1
226.944698609578,40,228.885632131967,34,245.845664222804,8,,,607.640961305459,0,365.157760018124,0,284.373886099225,2
227.586516773298,41,228.944798609578,35,246.291215509396,9,,,610.056469611569,1,366.331039264406,1,284.39775322156,1
227.944698609578,40,229.885632131967,34,246.586416773298,8,,,610.056469611569,0,366.331039264406,0,285.373886099225,2
228.586516773298,41,229.944798609578,35,247.291215509396,9,,,613.121924110506,1,368.021812838628,1,285.39775322156,1
228.944698609578,40,230.885632131967,34,247.586416773298,8,,,613.121924110506,0,368.021812838628,0,286.373886099225,2
229.099124505845,41,230.944798609578,35,248.291215509396,9,,,613.698357476733,1,369.021812838628,1,286.39775322156,1
229.586516773298,42,231.885632131967,34,248.586416773298,8,,,614.121924110506,0,369.021812838628,0,287.373886099225,2
229.944698609578,41,231.944798609578,35,248.958650942696,9,,,614.813654703999,1,370.021812838628,1,287.39775322156,1
230.586516773298,42,232.885632131967,34,249.291215509396,10,,,615.121924110506,0,370.021812838628,0,288.015057697832,2
230.944698609578,41,232.944798609578,35,249.586416773298,9,,,616.489991423057,1,371.021812838628,1,288.373886099225,3
231.586516773298,42,233.275022576221,36,250.291215509396,10,,,616.489991423057,0,371.021812838628,0,288.39775322156,2
231.944698609578,41,233.885632131967,35,250.586416773298,9,,,623.191371232955,1,372.021812838628,1,289.373886099225,3
232.586516773298,42,233.944798609578,36,251.291215509396,10,,,623.191371232955,0,372.021812838628,0,289.39775322156,2
232.944698609578,41,234.885632131967,35,251.586416773298,9,,,623.459252892412,1,373.49771337979,1,290.373886099225,3
233.586516773298,42,234.944798609578,36,252.291215509396,10,,,624.191371232955,0,373.49771337979,0,290.39775322156,2
233.944698609578,41,235.506286678816,37,252.586416773298,9,,,624.191371232955,1,374.49771337979,1,291.373886099225,3
234.586516773298,42,235.885632131967,36,253.291215509396,10,,,625.191371232955,0,374.49771337979,0,291.39775322156,2
234.944698609578,41,235.944798609578,37,253.586416773298,9,,,626.440112349396,1,378.600546783054,1,291.92493630221,3
235.586516773298,42,236.885632131967,36,254.291215509396,10,,,626.440112349396,0,378.600546783054,0,292.373886099225,4
235.944698609578,41,236.944798609578,37,254.586416773298,9,,,627.926979988935,1,380.217164968904,1,292.39775322156,3
236.586516773298,42,237.885632131967,36,255.052634959413,10,,,627.926979988935,0,380.217164968904,0,293.373886099225,4
236.944698609578,41,237.944798609578,37,255.291215509396,11,,,630.136966294145,1,382.943375440383,1,293.39775322156,3
237.586516773298,42,238.885632131967,36,255.31104948839,12,,,630.136966294145,0,382.943375440383,0,294.373886099225,4
237.944698609578,41,238.944798609578,37,255.586416773298,11,,,632.54135741566,1,387.962223364679,1,294.39775322156,3
238.586516773298,42,239.885632131967,36,256.291215509396,12,,,632.54135741566,0,387.962223364679,0,295.181089961798,4
238.944698609578,41,239.944798609578,37,256.586416773298,11,,,638.5138071332,1,394.277568857606,1,295.373886099225,5
239.586516773298,42,240.885632131967,36,257.291215509396,12,,,638.5138071332,0,394.277568857606,0,295.39775322156,4
239.944698609578,41,240.944798609578,37,257.586416773298,11,,,639.5138071332,1,399.237980326306,1,296.39775322156,3
240.586516773298,42,241.885632131967,36,258.291215509396,12,,,639.5138071332,0,399.237980326306,0,297.244087307849,4
240.944698609578,41,241.944798609578,37,258.586416773298,11,,,640.541363231838,1,402.304862672945,1,297.39775322156,3
241.586516773298,42,242.885632131967,36,259.291215509396,12,,,640.541363231838,0,402.304862672945,0,298.39775322156,2
241.944698609578,41,242.944798609578,37,259.586416773298,11,,,641.83692451125,1,403.304862672945,1,299.02668896728,3
242.586516773298,42,243.885632131967,36,259.615667671793,12,,,641.83692451125,0,403.304862672945,0,299.39775322156,2
242.944698609578,41,243.944798609578,37,260.291215509396,13,,,649.092058970595,1,405.752035362185,1,300.011139218352,3
243.586516773298,42,244.885632131967,36,260.586416773298,12,,,649.092058970595,0,405.752035362185,0,300.39775322156,2
243.944698609578,41,244.944798609578,37,261.170506696642,13,,,655.651874376019,1,409.606787641806,1,301.39775322156,1
244.586516773298,42,245.885632131967,36,261.291215509396,14,,,655.651874376019,0,409.606787641806,0,301.914388970875,2
244.944698609578,41,245.944798609578,37,261.586416773298,13,,,656.364389104272,1,412.180384956952,1,302.196339064251,3
245.586516773298,42,246.885632131967,36,262.291215509396,14,,,656.651874376019,0,412.180384956952,0,302.39775322156,2
245.944698609578,41,246.944798609578,37,262.586416773298,13,,,656.91176587218,1,413.180384956952,1,303.39775322156,1
246.586516773298,42,247.885632131967,36,263.291215509396,14,,,657.651874376019,0,413.180384956952,0,304.39775322156,0
246.944698609578,41,247.944798609578,37,263.586416773298,13,,,658.708367562468,1,415.434371668748,1,304.958553539561,1
247.586516773298,42,248.885632131967,36,264.291215509396,14,,,658.708367562468,0,415.434371668748,0,305.39775322156,0
247.648927465364,43,248.944798609578,37,264.586416773298,13,,,659.294344977043,1,418.874089061053,1,305.958553539561,1
247.944698609578,42,249.885632131967,36,265.291215509396,14,,,659.708367562468,0,418.874089061053,0,306.39775322156,0
248.586516773298,43,249.929345439328,37,265.586416773298,13,,,664.407344595791,1,421.173045649932,1,306.958553539561,1
248.944698609578,42,249.944798609578,38,266.291215509396,14,,,664.407344595791,0,421.173045649932,0,307.39775322156,0
249.586516773298,43,250.885632131967,37,266.586416773298,13,,,666.201640376284,1,429.646535916178,1,307.958553539561,1
249.944698609578,42,250.944798609578,38,266.853489172928,14,,,666.201640376284,0,429.646535916178,0,308.39775322156,0
250.586516773298,43,251.885632131967,37,267.291215509396,15,,,669.69132812044,1,429.806212548643,1,308.958553539561,1
250.944698609578,42,251.944798609578,38,267.586416773298,14,,,669.69132812044,0,430.646535916178,0,309.39775322156,0
251.586516773298,43,252.885632131967,37,268.291215509396,15,,,671.111853218747,1,431.911179038888,1,309.958553539561,1
251.944698609578,42,252.944798609578,38,268.586416773298,14,,,671.111853218747,0,431.911179038888,0,310.39775322156,0
252.586516773298,43,253.885632131967,37,269.586416773298,13,,,673.667439126984,1,434.182544906674,1,314.040929918436,1
252.944698609578,42,253.944798609578,38,270.528420742044,14,,,673.667439126984,0,434.182544906674,0,314.040929918436,0
253.586516773298,43,254.469165575951,39,270.586416773298,13,,,674.77797991214,1,436.832352803034,1,318.196201131603,1
253.944698609578,42,254.885632131967,38,271.586416773298,12,,,674.77797991214,0,436.832352803034,0,318.196201131603,0
254.586516773298,43,254.944798609578,39,272.39785322156,13,,,675.583692806268,1,439.058099500066,1,318.998451382922,1
254.944698609578,42,255.885632131967,38,272.586416773298,12,,,675.77797991214,0,439.058099500066,0,319.196201131603,0
255.586516773298,43,255.944798609578,39,273.39785322156,13,,,676.290658369932,1,441.084013911778,1,320.032303967721,1
255.944698609578,42,256.885632131967,38,273.586416773298,12,,,676.77797991214,0,441.084013911778,0,320.196201131603,0
256.586516773298,43,256.944798609578,39,274.39785322156,13,,,687.751997776807,1,442.084013911778,1,321.032303967721,1
256.944698609578,42,257.885632131967,38,274.586416773298,12,,,687.751997776807,0,442.084013911778,0,321.196201131603,0
257.586516773298,43,257.935164423639,39,275.39785322156,13,,,688.751997776807,1,443.303380896218,1,322.032303967721,1
257.944698609578,42,257.944798609578,40,275.586416773298,12,,,688.751997776807,0,443.303380896218,0,322.196201131603,0
258.586516773298,43,258.885632131967,39,276.39785322156,13,,,690.832421902158,1,444.303380896218,1,323.032303967721,1
258.944698609578,42,258.944798609578,40,276.586416773298,12,,,690.832421902158,0,444.303380896218,0,323.196201131603,0
259.586516773298,43,259.293504775351,41,277.39785322156,13,,,702.216305485096,1,445.846350750682,1,324.032303967721,1
259.944698609578,42,259.885632131967,40,277.586416773298,12,,,702.216305485096,0,445.846350750682,0,324.196201131603,0
260.586516773298,43,259.944798609578,41,278.39785322156,13,,,706.231989344702,1,447.662561845191,1,326.254624913765,1
260.944698609578,42,260.885632131967,40,278.586416773298,12,,,706.231989344702,0,447.662561845191,0,326.254624913765,0
261.586516773298,43,260.944798609578,41,279.39785322156,13,,,706.959002320741,1,448.457227743472,1,329.557140312511,1
261.944698609578,42,261.885632131967,40,279.586416773298,12,,,707.231989344702,0,448.662561845191,0,329.557140312511,0
262.071648907398,43,261.944798609578,41,280.39785322156,13,,,708.543889220169,1,450.76654171718,1,329.827269787295,1
262.586516773298,44,262.885632131967,40,280.586416773298,12,,,708.543889220169,0,450.76654171718,0,330.557140312511,0
262.944698609578,43,262.944798609578,41,281.39785322156,13,,,709.270913165285,1,451.76654171718,1,330.557140312511,1
263.586516773298,44,263.885632131967,40,281.586416773298,12,,,709.400053387414,2,451.76654171718,0,331.026887384476,2
263.944698609578,43,263.944798609578,41,282.39785322156,13,,,709.543889220169,1,452.76654171718,1,331.557140312511,1
264.586516773298,44,264.885632131967,40,282.586416773298,12,,,710.543889220169,0,452.76654171718,0,331.557140312511,2
264.944698609578,43,264.944798609578,41,283.39785322156,13,,,720.348286960205,1,456.795975953563,1,332.557140312511,1
265.586516773298,44,265.885632131967,40,283.543160842197,14,,,720.348286960205,0,456.795975953563,0,333.557140312511,0
265.944698609578,43,265.944798609578,41,283.586416773298,13,,,726.089206975188,1,457.795975953563,1,336.119680277339,1
266.586516773298,44,266.885632131967,40,284.39785322156,14,,,726.089206975188,0,457.795975953563,0,336.119680277339,0
266.944698609578,43,266.944798609578,41,284.586416773298,13,,,733.243852614135,1,459.179155066039,1,337.119680277339,1
267.586516773298,44,267.885632131967,40,285.39785322156,14,,,733.243852614135,0,459.179155066039,0,337.119680277339,0
267.944698609578,43,267.944798609578,41,285.411509814169,15,,,737.019911702937,1,459.686825485746,1,338.119680277339,1
268.586516773298,44,268.885632131967,40,285.586416773298,14,,,737.019911702937,0,460.035408230045,2,338.119680277339,0
268.944698609578,43,268.944798609578,41,286.39785322156,15,,,737.090853577409,1,460.179155066039,1,339.119680277339,1
269.586516773298,44,269.885632131967,40,286.586416773298,14,,,738.019911702937,0,461.035408230045,2,339.119680277339,0
269.944698609578,43,269.944798609578,41,287.39785322156,15,,,743.289343980491,1,461.179155066039,1,340.119680277339,1
270.586516773298,44,270.885632131967,40,287.586416773298,14,,,743.289343980491,0,461.262625629325,2,340.119680277339,0
270.944698609578,43,270.944798609578,41,288.39785322156,15,,,748.188110958431,1,462.179155066039,1,341.578422000842,1
271.586516773298,44,271.885632131967,40,288.586416773298,14,,,748.188110958431,0,462.350576974284,2,341.578422000842,0
271.944698609578,43,271.944798609578,41,289.39785322156,15,,,748.227687690962,1,463.179155066039,1,342.578422000842,1
272.057508744848,44,272.885632131967,40,289.586416773298,14,,,749.188110958431,0,463.350576974284,2,342.578422000842,0
272.586516773298,45,272.944798609578,41,290.218707672025,15,,,751.310653133578,1,464.179155066039,1,343.578422000842,1
272.944698609578,44,273.885632131967,40,290.39785322156,16,,,751.310653133578,0,465.179155066039,0,343.578422000842,0
273.586516773298,45,273.944798609578,41,290.586416773298,15,,,753.858878053724,1,465.744271654428,1,344.578422000842,1
273.944698609578,44,274.885632131967,40,291.39785322156,16,,,753.858878053724,0,465.871283156833,2,344.578422000842,0
274.586516773298,45,274.944798609578,41,291.586416773298,15,,,756.462772378077,1,466.179155066039,1,346.774450183749,1
274.596834358281,46,275.885632131967,40,292.39785322156,16,,,756.462772378077,0,467.179155066039,0,346.774450183749,0
274.944698609578,45,275.944798609578,41,292.586416773298,15,,,757.462772378077,1,468.661390509605,1,346.812365091554,1
275.586516773298,46,276.885632131967,40,293.39785322156,16,,,757.462772378077,0,468.661390509605,0,347.773672295765,2
275.944698609578,45,276.944798609578,41,293.586416773298,15,,,758.462772378077,1,468.938478604794,1,347.774450183749,1
276.586516773298,46,277.885632131967,40,294.39785322156,16,,,758.462772378077,0,469.661390509605,0,348.774450183749,0
276.944698609578,45,277.944798609578,41,294.586416773298,15,,,759.462772378077,1,469.938478604794,1,349.911077536622,1
277.586516773298,46,278.885632131967,40,295.39785322156,16,,,759.462772378077,0,470.661390509605,0,349.911077536622,0
277.605229290903,47,278.944798609578,41,295.586416773298,15,,,763.059950749944,1,470.938478604794,1,350.295071962022,1
277.944698609578,46,279.885632131967,40,296.39785322156,16,,,763.059950749944,0,471.050980447161,2,350.911077536622,0
278.586516773298,47,279.944798609578,41,296.586416773298,15,,,764.073035601315,1,471.502666667569,3,350.911077536622,1
278.944698609578,46,280.885632131967,40,297.028366293553,16,,,764.073035601315,0,471.661390509605,2,351.307365780512,2
279.586516773298,47,280.944798609578,41,297.39785322156,17,,,766.5352424832,1,471.938478604794,3,351.911077536622,1
279.944698609578,46,281.885632131967,40,297.586416773298,16,,,766.5352424832,0,472.661390509605,2,351.911077536622,2
280.586516773298,47,281.944798609578,41,298.39785322156,17,,,768.633005764939,1,473.661390509605,1,352.453587406547,3
280.944698609578,46,282.885632131967,40,298.586416773298,16,,,768.633005764939,0,474.661390509605,0,352.911077536622,2
281.586516773298,47,282.944798609578,41,299.39785322156,17,,,769.568804529421,1,475.164813314398,1,353.021262132028,3
281.944698609578,46,283.689169215319,42,299.586416773298,16,,,769.633005764939,0,475.661390509605,0,353.911077536622,2
282.586516773298,47,283.885632131967,41,300.39785322156,17,,,778.542170099407,1,476.897301210067,1,354.021262132028,3
282.944698609578,46,283.944798609578,42,300.586416773298,16,,,778.542170099407,0,476.897301210067,0,354.911077536622,2
283.586516773298,47,284.885632131967,41,301.39785322156,17,,,781.447213376704,1,479.45990734622,1,355.801290360852,3
283.944698609578,46,284.944798609578,42,301.586416773298,16,,,781.447213376704,0,479.45990734622,0,355.911077536622,2
284.586516773298,47,285.885632131967,41,302.39785322156,17,,,786.525514394125,1,484.409365178621,1,356.119910582383,3
284.944698609578,46,285.944798609578,42,302.586416773298,16,,,786.525514394125,0,484.409365178621,0,356.287128752687,4
285.586516773298,47,286.885632131967,41,303.39785322156,17,,,786.676339840635,1,484.560405485448,1,356.911077536622,3
285.944698609578,46,286.944798609578,42,303.586416773298,16,,,787.525514394125,0,485.409365178621,0,357.119910582383,4
286.586516773298,47,287.885632131967,41,304.39785322156,17,,,790.434936509647,1,485.560405485448,1,357.911077536622,3
286.944698609578,46,287.944798609578,42,304.586416773298,16,,,790.434936509647,0,486.409365178621,0,358.119910582383,4
287.586516773298,47,288.885632131967,41,305.39785322156,17,,,798.651702685676,1,486.560405485448,1,358.911077536622,3
287.944698609578,46,288.944798609578,42,305.586416773298,16,,,798.651702685676,0,487.409365178621,0,359.911077536622,2
288.586516773298,47,289.885632131967,41,306.39785322156,17,,,803.474201494476,1,487.784120046887,1,360.911077536622,1
288.944698609578,46,289.944798609578,42,306.586416773298,16,,,803.474201494476,0,488.257956868074,2,360.914910741576,2
289.586516773298,47,290.885632131967,41,307.39785322156,17,,,807.407617071775,1,488.409365178621,1,361.911077536622,1
289.944698609578,46,290.944798609578,42,307.586416773298,16,,,807.407617071775,0,489.257956868074,2,362.140901204788,2
290.586516773298,47,291.885632131967,41,308.377566372474,17,,,810.308315824941,1,489.409365178621,1,362.911077536622,1
290.944698609578,46,291.944798609578,42,308.39785322156,18,,,810.308315824941,0,490.409365178621,0,363.140901204788,2
291.586516773298,47,292.885632131967,41,308.586416773298,17,,,810.900634906507,1,491.44184674255,1,363.911077536622,1
291.944698609578,46,292.944798609578,42,309.39785322156,18,,,811.308315824941,0,491.44184674255,0,364.140901204788,2
292.586516773298,47,293.885632131967,41,309.586416773298,17,,,814.205990969094,1,491.828011780252,1,364.911077536622,1
292.944698609578,46,293.944798609578,42,310.39785322156,18,,,814.205990969094,0,492.44184674255,0,365.140901204788,2
293.586516773298,47,294.332519687976,43,310.586416773298,17,,,814.806478856445,1,492.830684978355,1,365.911077536622,1
293.944698609578,46,294.885632131967,42,311.39785322156,18,,,815.205990969094,0,493.44184674255,0,366.157860018124,2
294.586516773298,47,294.944798609578,43,311.586416773298,17,,,815.898196633181,1,495.750184201526,1,366.911077536622,1
294.944698609578,46,295.885632131967,42,312.586416773298,16,,,816.117832803814,2,495.750184201526,0,367.331139264406,2
295.177622693586,47,295.944798609578,43,313.56681674992,17,,,816.205990969094,1,498.564310210612,1,367.911077536622,1
295.586516773298,48,296.885632131967,42,313.586416773298,16,,,817.205990969094,0,498.564310210612,0,367.989588555974,2
295.944698609578,47,296.944798609578,43,314.586416773298,15,,,823.663245453046,1,502.405576919949,1,368.911077536622,1
296.586516773298,48,297.355425779652,44,315.041029918436,16,,,823.663245453046,0,502.405576919949,0,369.021912838628,2
296.944698609578,47,297.885632131967,43,315.586416773298,15,,,825.446826716413,1,502.543510282401,1,369.911077536622,1
297.586516773298,48,297.944798609578,44,316.586416773298,14,,,825.446826716413,0,503.405576919949,0,370.021912838628,2
297.944698609578,47,298.885632131967,43,317.23365511576,15,,,828.732920110588,1,504.169364634844,1,370.911077536622,1
298.586516773298,48,298.944798609578,44,317.586416773298,14,,,828.732920110588,0,504.405576919949,0,371.021912838628,2
298.944698609578,47,299.885632131967,43,318.586416773298,13,,,830.09224930346,1,504.899038584299,1,371.911077536622,1
299.586516773298,48,299.944798609578,44,319.196301131603,14,,,830.09224930346,0,505.169364634844,2,372.021912838628,2
299.944698609578,47,300.885632131967,43,319.586416773298,13,,,836.317991252084,1,505.405576919949,1,372.911077536622,1
300.586516773298,48,300.944798609578,44,320.004509261,14,,,836.317991252084,0,505.591972691414,2,373.021912838628,2
300.829400423139,49,301.885632131967,43,320.196301131603,15,,,837.317991252084,1,506.169364634844,3,373.911077536622,1
300.944698609578,48,301.944798609578,44,320.586416773298,14,,,837.317991252084,0,506.405576919949,2,374.49781337979,2
301.586516773298,49,302.885632131967,43,321.196301131603,15,,,842.015326019614,1,507.405576919949,1,374.911077536622,1
301.944698609578,48,302.944798609578,44,321.586416773298,14,,,842.015326019614,0,508.405576919949,0,375.49781337979,2
302.051855533354,49,303.626442130107,45,322.196301131603,15,,,842.677103237962,1,508.644386916402,1,375.911077536622,1
302.586516773298,50,303.885632131967,44,322.586416773298,14,,,843.015326019614,0,508.854729126414,2,376.911077536622,0
302.944698609578,49,303.944798609578,45,323.196301131603,15,,,843.696030149005,1,509.077471888636,3,376.93953657838,1
303.586516773298,50,304.364422294563,46,323.586416773298,14,,,844.015326019614,0,509.405576919949,2,377.269996631847,2
303.944698609578,49,304.885632131967,45,324.196301131603,15,,,846.548560089382,1,510.405576919949,1,377.911077536622,1
304.586516773298,50,304.944798609578,46,324.586416773298,14,,,846.548560089382,0,511.405576919949,0,378.911077536622,0
